name,full-name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first appearance,year
primus, (earth-616),\/primus_(flb%27dbi)_(earth-616),public identity,,,,,,living characters,,Aug-80,1980
ralph, (earth-616),\/ralph_(spider-woman_character)_(earth-616),,,,grey hair,male characters,,living characters,,Jul-80,1980
roy, (earth-616),\/roy_(criminal)_(earth-616),,bad characters,,brown hair,male characters,,living characters,,Jun-80,1980
six, (earth-616),\/six_(freaks)_(earth-616),,good characters,,,male characters,,living characters,,Mar-80,1980
thor odinson, (earth-616),\/thor_odinson_(pre-ragnarok)_(earth-616),secret identity,good characters,brown eyes,red hair,male characters,,deceased characters,,Mar-80,1980
tim braverman, (earth-616),\/tim_braverman_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Feb-80,1980
tuoks'enhaamin, (earth-616),\/tuoks%27enhaamin_(earth-616),,,green eyes,no hair,,,living characters,,Aug-80,1980
xi'an coy manh, (earth-616),\/xi%27an_coy_manh_(earth-616),secret identity,good characters,brown eyes,black hair,female characters,homosexual characters,living characters,,Dec-80,1980
al gentle, (earth-616),\/al_gentle_(earth-616),no dual identity,good characters,,,male characters,,living characters,,Dec-81,1981
dagon, (earth-616),\/dagon_(microverse)_(earth-616),,bad characters,,,male characters,,deceased characters,,Feb-81,1981
juanita lopez, (earth-616),\/juanita_lopez_(earth-616),,neutral characters,brown eyes,black hair,female characters,,living characters,,Jan-81,1981
juliette d'angelo, (earth-616),\/juliette_d%27angelo_(earth-616),,,,,female characters,,living characters,,Dec-81,1981
k'lm fhet, (earth-616),\/k%27lm_fhet_(earth-616),secret identity,good characters,blue eyes,green hair,male characters,,living characters,,Jun-81,1981
khup, (earth-616),\/khup_(earth-616),secret identity,good characters,blue eyes,green hair,male characters,,living characters,,Jun-81,1981
luciane d'hiver, (earth-616),\/luciane_d%27hiver_(earth-616),,bad characters,,blond hair,female characters,,living characters,,Jul-81,1981
m'dom typ, (earth-616),\/m%27dom_typ_(earth-616),secret identity,good characters,blue eyes,white hair,male characters,,living characters,,May-81,1981
monolith gatherer, (earth-616),\/monolith_gatherer_(earth-616),,,,,male characters,,living characters,,Feb-81,1981
monty walsh, (earth-616),\/monty_walsh_(earth-616),secret identity,neutral characters,,black hair,male characters,,deceased characters,,Mar-81,1981
shanga fia delph'goram, (earth-616),\/shanga_fia_delph%27goram_(earth-616),public identity,good characters,blue eyes,no hair,female characters,,living characters,,Sep-81,1981
terminator, (earth-616),\/terminator_(mentus%27s_servant)_(earth-616),,good characters,,,male characters,,deceased characters,,Jan-81,1981
tethys, (earth-616),\/tethys_(inhuman)_(earth-616),,,,,,,living characters,,Dec-81,1981
v'zarr-than, (earth-616),\/v%27zarr-than_(earth-616),,bad characters,black eyes,green hair,male characters,,living characters,,Feb-81,1981
wend, (earth-616),\/wend_(earth-616),secret identity,good characters,blue eyes,green hair,male characters,,living characters,,Jun-81,1981
astriel, (earth-616),\/astriel_(earth-616),,,silver eyes,silver hair,female characters,,living characters,,Mar-82,1982
ba't'll, (earth-616),\/ba%27t%27ll_(earth-616),,neutral characters,red eyes,no hair,female characters,,living characters,,Jul-82,1982
benjamin abramov, (earth-616),\/benjamin_abramov_(earth-616),secret identity,good characters,,grey hair,male characters,,deceased characters,,Mar-82,1982
blackjack o'hare, (earth-616),\/blackjack_o%27hare_(earth-616),no dual identity,neutral characters,,black hair,male characters,,living characters,,May-82,1982
heather o'gara, (earth-616),\/heather_o%27gara_(earth-616),,bad characters,,,female characters,,living characters,,Aug-82,1982
jack o'lantern, (earth-616),\/jack_o%27lantern_(kid)_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Nov-82,1982
mister mind's cyborg, (earth-616),\/mister_mind%27s_cyborg_(earth-616),secret identity,bad characters,,,,,living characters,,Aug-82,1982
n'rill'iree, (earth-616),\/n%27rill%27iree_(earth-616),secret identity,neutral characters,white eyes,,male characters,,living characters,,Mar-82,1982
ricardo vasquez, (earth-616),\/ricardo_vasquez_(earth-616),public identity,,,black hair,male characters,,living characters,,Sep-82,1982
s'ym, (earth-616),\/s%27ym_(earth-616),secret identity,bad characters,red eyes,grey hair,male characters,,living characters,,Aug-82,1982
xaphan, (earth-616),\/xaphan_(earth-616),secret identity,bad characters,yellow eyes,black hair,male characters,,living characters,,Jun-82,1982
zendrao, (earth-616),\/zendrao_(earth-616),secret identity,bad characters,green eyes,no hair,male characters,,living characters,,Apr-82,1982
akreon, (earth-616),\/akreon_(earth-616),,bad characters,,,male characters,,living characters,,Mar-83,1983
alva, (earth-616),\/alva_(earth-616),,,,,female characters,,living characters,,Oct-83,1983
amaa, (earth-616),\/amaa_(earth-616),,,,,female characters,,living characters,,Jan-83,1983
asmodeus, (earth-616),\/asmodeus_(agent_of_morning_star)_(earth-616),,bad characters,,,male characters,,living characters,,Mar-83,1983
avadar, (earth-616),\/avadar_(earth-616),,,,,male characters,,deceased characters,,May-83,1983
bernard worrell, (earth-616),\/bernard_worrell_(earth-616),no dual identity,bad characters,,black hair,male characters,,living characters,,Oct-83,1983
brigid o'reilly, (earth-616),\/brigid_o%27reilly_(earth-616),secret identity,good characters,green eyes,red hair,female characters,,living characters,,Oct-83,1983
bygvir, (earth-616),\/bygvir_(earth-616),,,,,female characters,,living characters,,Oct-83,1983
jellim yussaf, (earth-616),\/jellim_yussaf_(earth-616),,bad characters,,,male characters,,living characters,,Feb-83,1983
k'rel, (earth-616),\/k%27rel_(earth-616),public identity,good characters,,brown hair,female characters,,living characters,,Aug-83,1983
kobar, (earth-616),\/kobar_(earth-616),,,,,male characters,,living characters,,May-83,1983
la, (earth-616),\/la_(earth-616),,,,,female characters,,living characters,,May-83,1983
magnar, (earth-616),\/magnar_(earth-616),,,,,male characters,,living characters,,May-83,1983
n'kama, (earth-616),\/n%27kama_(earth-616),secret identity,bad characters,,black hair,male characters,,living characters,,Nov-83,1983
rakar, (earth-616),\/rakar_(earth-616),secret identity,,,,male characters,,living characters,,Jan-83,1983
symak, (earth-616),\/symak_(earth-616),,,,,male characters,,living characters,,May-83,1983
tanith, (earth-616),\/tanith_(earth-616),,,,,female characters,,living characters,,Feb-83,1983
taryn o'connell, (earth-616),\/taryn_o%27connell_(earth-616),public identity,,,auburn hair,female characters,,living characters,,Jun-83,1983
zeta, (earth-616),\/zeta_(earth-616),,,,,female characters,,living characters,,May-83,1983
angel, (earth-616),\/angel_(legion_street_gang)_(earth-616),,,,,,,living characters,,Feb-84,1984
august d'angelo, (earth-616),\/august_d%27angelo_(earth-616),no dual identity,bad characters,,,male characters,,living characters,,Jul-84,1984
galactus' cat, (earth-616),\/galactus%27_cat_(earth-616),,bad characters,black eyes,no hair,,,living characters,,Sep-84,1984
glorianna o'breen, (earth-616),\/glorianna_o%27breen_(earth-616),public identity,,,red hair,female characters,,deceased characters,,Apr-84,1984
mad twins, (earth-616),\/mad_twins_(earth-616),secret identity,bad characters,blue eyes,black hair,male characters,,living characters,,Nov-84,1984
mani, (earth-616),\/mani_(earth-616),public identity,good characters,,brown hair,male characters,,living characters,,Dec-84,1984
marrina's mate, (earth-616),\/marrina%27s_mate_(earth-616),secret identity,bad characters,black eyes,no hair,male characters,,deceased characters,,Sep-84,1984
paddy o'hanlon, (earth-616),\/paddy_o%27hanlon_(earth-616),,bad characters,,,male characters,,living characters,,Apr-84,1984
percy & barton grimes, (earth-616),\/percy_%26_barton_grimes_(earth-616),secret identity,bad characters,blue eyes,black hair,male characters,,living characters,,Oct-84,1984
price, (earth-616),\/price_(earth-616),secret identity,,,,male characters,,living characters,,Jun-84,1984
sand devil, (earth-616),\/sand_devil,,,,,,,living characters,,Sep-84,1984
bambi, (earth-616),\/bambi_(peter_parker%27s_neighbor)_(earth-616),no dual identity,,,,female characters,,living characters,,Feb-85,1985
basilisk, (earth-616),\/basilisk_(robot)_(earth-616),,neutral characters,,no hair,,,living characters,,Feb-85,1985
daniel rand, (earth-616),\/daniel_rand_(h%27ylthri)_(earth-616),secret identity,good characters,blue eyes,,male characters,,deceased characters,,Sep-85,1985
gargoyle, (earth-616),\/gargoyle_(derwyddon%27s)_(earth-616),secret identity,bad characters,red eyes,no hair,male characters,,living characters,,Jun-85,1985
grant houston, (earth-616),\/grant_houston_(earth-616),,,,black hair,male characters,,living characters,,Nov-85,1985
hank joern, (earth-616),\/hank_joern_(earth-616),,bad characters,,,male characters,,living characters,,Sep-85,1985
hate-monger, (earth-616),\/hate-monger_(psycho-man%27s_creation)_(earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,,deceased characters,,Jun-85,1985
jonas n'dingi, (earth-616),\/jonas_n%27dingi_(earth-616),public identity,good characters,,,male characters,,deceased characters,,Oct-85,1985
joshua n'dingi, (earth-616),\/joshua_n%27dingi_(earth-616),public identity,neutral characters,brown eyes,bald,male characters,,living characters,,Sep-85,1985
mrs. spencer, (earth-616),\/mrs._spencer_(ace%27s_mother)_(earth-616),public identity,neutral characters,,white hair,female characters,,deceased characters,,Oct-85,1985
n'longa, (earth-616),\/n%27longa_(earth-616),,good characters,black eyes,bald,male characters,,living characters,,Sep-85,1985
shawn key, (earth-616),\/shawn_key_(earth-616),secret identity,,,,male characters,,living characters,,Apr-85,1985
terra poole, (earth-616),\/terra_poole_(earth-616),secret identity,,,red hair,female characters,,living characters,,Aug-85,1985
agdistis, (earth-616),\/agdistis_(earth-616),,,,,female characters,,living characters,,Feb-86,1986
falroth, (earth-616),\/falroth_(earth-616),,,,,,,living characters,,Mar-86,1986
john dancer, (earth-616),\/john_dancer_(earth-616),public identity,good characters,,blond hair,male characters,,living characters,,Aug-86,1986
jonothon burrows, (earth-616),\/jonothon_burrows_(earth-616),,,,black hair,male characters,,living characters,,Apr-86,1986
kyle arneson, (earth-616),\/kyle_arneson_(earth-616),,,,black hair,male characters,,living characters,,Apr-86,1986
lucius o'neil, (earth-616),\/lucius_o%27neil_(earth-616),,bad characters,,blond hair,male characters,,living characters,,Jun-86,1986
mary garwin, (earth-616),\/mary_garwin_(earth-616),public identity,good characters,blue eyes,blond hair,female characters,,living characters,,Jan-86,1986
moley, (earth-616),\/moley_(warpies)_(earth-616),secret identity,neutral characters,,,male characters,,living characters,,Jan-86,1986
morga, (earth-616),\/morga_(earth-616),secret identity,bad characters,,,female characters,,living characters,,Jun-86,1986
nuncio klarheit, (earth-616),\/nuncio_klarheit_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Feb-86,1986
philip ramsey, (earth-616),\/philip_ramsey_(earth-616),,good characters,,,male characters,,living characters,,Apr-86,1986
pisces, (earth-616),\/pisces_(male_lmd)_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Oct-86,1986
plokohrel, (earth-616),\/plokohrel_(earth-616),,bad characters,,,male characters,,living characters,,Feb-86,1986
thompson, (earth-616),\/thompson_(narya%27s_son)_(earth-616),secret identity,neutral characters,,blond hair,male characters,,deceased characters,,Aug-86,1986
al'arok, (earth-616),\/al%27arok_(earth-616),no dual identity,bad characters,green eyes,no hair,male characters,,living characters,,Aug-87,1987
ghaszaszh nyirh, (earth-616),\/ghaszaszh_nyirh_(earth-616),,bad characters,red eyes,black hair,,,living characters,,Dec-87,1987
lourdes chantel, (earth-616),\/lourdes_chantel_(earth-616),public identity,good characters,,black hair,female characters,,deceased characters,,Mar-87,1987
m'koni, (earth-616),\/m%27koni_(earth-616),,,brown eyes,black hair,female characters,,living characters,,Aug-87,1987
michael o'toole, (earth-616),\/michael_o%27toole_(earth-616),,,,,male characters,,living characters,,Apr-87,1987
seth's beast, (earth-616),\/seth%27s_beast_(earth-616),,bad characters,,,,,living characters,,Dec-87,1987
sinclair, (earth-616),\/sinclair_(earth-616),public identity,,,brown hair,female characters,,living characters,,Dec-87,1987
yankee clipper, (earth-616),\/yankee_clipper_(female)_(earth-616),,good characters,,,female characters,,deceased characters,,Mar-87,1987
a'sai, (earth-616),\/a%27sai_(earth-616),secret identity,,yellow eyes,bald,male characters,,living characters,,Jan-88,1988
c'jime, (earth-616),\/c%27jime_(earth-616),secret identity,good characters,,,male characters,,living characters,,Oct-88,1988
david weiss, (earth-616),\/david_weiss_(sewer_commissioner)_(earth-616),,,,,male characters,,living characters,,Aug-88,1988
dupen'th, (earth-616),\/dupen%27th_(earth-616),public identity,,,,male characters,,living characters,,Oct-88,1988
harry bright, (earth-616),\/harry_bright_(earth-616),public identity,,,,male characters,,living characters,,Mar-88,1988
johannes haff, (earth-616),\/johannes_haff_(earth-616),secret identity,bad characters,,red hair,male characters,,living characters,,Aug-88,1988
lavinia plotnick, (earth-616),\/lavinia_plotnick_(earth-616),secret identity,,,,female characters,,living characters,,Oct-88,1988
m'daka, (earth-616),\/m%27daka_(earth-616),public identity,good characters,,black hair,male characters,,living characters,,Jun-88,1988
m'gula, (earth-616),\/m%27gula_(earth-616),secret identity,bad characters,brown eyes,,male characters,,living characters,,May-88,1988
m'rinn, (earth-616),\/m%27rinn_(earth-616),secret identity,good characters,brown eyes,,female characters,,living characters,,Oct-88,1988
n'astirh, (earth-616),\/n%27astirh_(earth-616),secret identity,bad characters,red eyes,green hair,male characters,,living characters,,Sep-88,1988
o'donnell, (earth-616),\/o%27donnell_(madripoor)_(earth-616),public identity,good characters,,blond hair,male characters,,deceased characters,,Sep-88,1988
o'riley, (earth-616),\/o%27riley_(earth-616),,,,,male characters,,living characters,,Feb-88,1988
robert abbey, (earth-616),\/robert_abbey,public identity,bad characters,blue eyes,blond hair,male characters,,deceased characters,,Dec-88,1988
s'byll, (earth-616),\/s%27byll_(earth-616),secret identity,bad characters,green eyes,no hair,female characters,,living characters,,Jul-88,1988
sekhem naville, (earth-616),\/sekhem_naville_(earth-616),,bad characters,,,male characters,,living characters,,Jul-88,1988
seymour the all-seeing astrologer, (earth-616),\/seymour_the_all-seeing_astrologer_(earth-616),public identity,good characters,,bald,male characters,,living characters,,Sep-88,1988
t'swana, (earth-616),\/t%27swana_(earth-616),public identity,,,black hair,male characters,,living characters,,Aug-88,1988
thor odinson, (earth-616),\/thor_odinson_(replicoid)_(earth-616),,neutral characters,,,male characters,,living characters,,Mar-88,1988
aaron the aakon, (earth-616),\/aaron_the_aakon_(earth-616),secret identity,neutral characters,brown eyes,black hair,male characters,,living characters,,Aug-89,1989
beppe iii, (earth-616),\/beppe_iii_(earth-616),,neutral characters,,no hair,,,living characters,,Nov-89,1989
billy briggs, (earth-616),\/billy_briggs_(earth-616),no dual identity,bad characters,yellow eyes,brown hair,male characters,,living characters,,Nov-89,1989
cassandra pike, (earth-616),\/cassandra_pike_(earth-616),,bad characters,,white hair,female characters,,living characters,,Dec-89,1989
cha'sa'dra, (earth-616),\/cha%27sa%27dra_(earth-616),,bad characters,,no hair,female characters,,living characters,,Aug-89,1989
cougar, (earth-616),\/cougar_(earth-616),,,,blond hair,male characters,,living characters,,Dec-89,1989
david pike, (earth-616),\/david_pike_(earth-616),,bad characters,blue eyes,blond hair,male characters,,living characters,,Dec-89,1989
dennis malloy, (earth-616),\/dennis_malloy_(earth-616),secret identity,bad characters,,no hair,male characters,,living characters,,Jul-89,1989
enbe, (earth-616),\/enbe_(earth-616),public identity,good characters,pink eyes,purple hair,male characters,,living characters,,Nov-89,1989
eugene strange, (earth-616),\/eugene_strange_(earth-616),,,,,male characters,,living characters,,Dec-89,1989
gelva, (earth-616),\/gelva_(earth-616),secret identity,good characters,blue eyes,white hair,female characters,,living characters,,Aug-89,1989
ian cobbleskill, (earth-616),\/ian_cobbleskill_(earth-616),,bad characters,,white hair,male characters,,living characters,,Sep-89,1989
jac'oyaa, (earth-616),\/jac%27oyaa_(earth-616),no dual identity,bad characters,,brown hair,male characters,,living characters,,Feb-89,1989
kym, (earth-616),\/kym_(earth-616),public identity,,pink eyes,white hair,female characters,,living characters,,Nov-89,1989
l'ai sau, (earth-616),\/l%27ai_sau_(earth-616),public identity,,,bald,male characters,,living characters,,Apr-89,1989
leila o'toole, (earth-616),\/leila_o%27toole_(earth-616),secret identity,neutral characters,blue eyes,red hair,female characters,,deceased characters,,Jul-89,1989
m'buele, (earth-616),\/m%27buele_(earth-616),public identity,neutral characters,,,male characters,,living characters,,Nov-89,1989
matsu'o tsurayaba, (earth-616),\/matsu%27o_tsurayaba_(earth-616),no dual identity,bad characters,brown eyes,black hair,male characters,,deceased characters,,Dec-89,1989
nep'perr, (earth-616),\/nep%27perr_(earth-616),no dual identity,bad characters,,black hair,male characters,,living characters,,Feb-89,1989
oninay, (earth-616),\/oninay_(earth-616),public identity,,pink eyes,yellow hair,male characters,,living characters,,Nov-89,1989
orphelia jones, (earth-616),\/orphelia_jones_(earth-616),,good characters,,,female characters,,living characters,,Jun-89,1989
patience drew, (earth-616),\/patience_drew_(earth-616),,,blue eyes,black hair,female characters,,deceased characters,,Apr-89,1989
squid, (earth-616),\/squid_(earth-616),public identity,bad characters,,,male characters,,living characters,,Feb-89,1989
squid, (earth-616),\/squid_(school)_(earth-616),public identity,bad characters,,,male characters,,living characters,,Feb-89,1989
u'sr'pr, (earth-616),\/u%27sr%27pr_(earth-616),,bad characters,red eyes,no hair,male characters,,living characters,,Dec-89,1989
wai chee yee, (earth-616),\/wai_chee_yee_(earth-616),,good characters,,black hair,male characters,,living characters,,Jul-89,1989
ydrai, (earth-616),\/ydrai_(earth-616),public identity,,pink eyes,pink hair,male characters,,living characters,,Nov-89,1989
yiggorum, (earth-616),\/yiggorum_(earth-616),secret identity,bad characters,,no hair,male characters,,living characters,,Sep-89,1989
architect, (earth-616),\/architect_(cosmic_being)_(earth-616),secret identity,bad characters,,,,,living characters,,Dec-90,1990
arko's son, (earth-616),\/arko%27s_son_(earth-616),,,,,,,living characters,,Oct-90,1990
b'gon, (earth-616),\/b%27gon_(earth-616),,bad characters,blue eyes,black hair,male characters,,living characters,,Aug-90,1990
bag'le, (earth-616),\/bag%27le_(earth-616),secret identity,bad characters,green eyes,no hair,male characters,,living characters,,Dec-90,1990
blockade, (earth-616),\/blockade_(stranger%27s_robot)_(earth-616),,neutral characters,,no hair,,,living characters,,May-90,1990
bull, (earth-616),\/bull_(%27vores)_(earth-616),,bad characters,,,male characters,,living characters,,Jun-90,1990
captain tyger, (earth-616),\/captain_tyger_(earth-616),secret identity,,blue eyes,blond hair,male characters,,living characters,,May-90,1990
charles xavier, (earth-616),\/charles_xavier_(masque%27s_doppelganger)_(earth-616),,bad characters,,,male characters,,living characters,,Jun-90,1990
de'lila, (earth-616),\/de%27lila_(earth-616),secret identity,bad characters,green eyes,black hair,female characters,,living characters,,Dec-90,1990
drill, (earth-616),\/drill_(power_tools)_(earth-616),,bad characters,,white hair,male characters,,living characters,,Jul-90,1990
ekl'r, (earth-616),\/ekl%27r_(earth-616),,bad characters,,,male characters,,living characters,,May-90,1990
fandral's mother, (earth-616),\/fandral%27s_mother_(earth-616),secret identity,,brown eyes,,female characters,,living characters,,Apr-90,1990
goat, (earth-616),\/goat_(%27vores)_(earth-616),,bad characters,,,male characters,,living characters,,Jun-90,1990
hulk, (earth-616),\/hulk_(wrestler)_(earth-616),public identity,,,blond hair,male characters,,living characters,,Mar-90,1990
jack d'auria, (earth-616),\/jack_d%27auria_(earth-616),secret identity,good characters,,blond hair,male characters,,living characters,,Aug-90,1990
magic, (earth-616),\/magic_(whale)_(earth-616),,,,,,,living characters,,Apr-90,1990
meg'ror, (earth-616),\/meg%27ror_(earth-616),secret identity,bad characters,green eyes,no hair,male characters,,living characters,,Dec-90,1990
mister mcfadden, (earth-616),\/mister_mcfadden_(earth-616),,,,,male characters,,living characters,,Feb-90,1990
mutate 8765, (earth-616),\/mutate_8765_(earth-616),public identity,neutral characters,brown eyes,bald,male characters,,living characters,,Dec-90,1990
mutate 9212, (earth-616),\/mutate_9212_(earth-616),public identity,neutral characters,black eyes,bald,male characters,,living characters,,Nov-90,1990
mutate 985, (earth-616),\/mutate_985_(earth-616),public identity,neutral characters,white eyes,bald,male characters,,living characters,,Nov-90,1990
pig, (earth-616),\/pig_(%27vores)_(earth-616),,bad characters,,,male characters,,living characters,,Jun-90,1990
ralf, (earth-616),\/ralf_(impossible_dog)_(earth-616),no dual identity,good characters,green eyes,green hair,male characters,,living characters,,Aug-90,1990
ralph d'amato, (earth-616),\/ralph_d%27amato_(earth-616),public identity,neutral characters,,brown hair,male characters,,living characters,,May-90,1990
ve'ehalo, (earth-616),\/ve%27ehalo_(earth-616),public identity,,,,male characters,,living characters,,Apr-90,1990
warren worthington iii, (earth-616),\/warren_worthington_iii_(masque%27s_doppelganger)_(earth-616),secret identity,bad characters,,blond hair,female characters,,living characters,,Jun-90,1990
wolf, (earth-616),\/wolf_(%27vores)_(earth-616),,bad characters,,,male characters,,living characters,,Jun-90,1990
zkrodd, (earth-616),\/zkrodd_(earth-616),secret identity,bad characters,green eyes,no hair,male characters,,living characters,,Aug-90,1990
zreate'th, (earth-616),\/zreate%27th_(earth-616),secret identity,bad characters,red eyes,,male characters,,living characters,,May-90,1990
6-ball, (earth-616),\/6-ball_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Jul-91,1991
ch'od, (earth-616),\/ch%27od_(war_skrull)_(earth-616),secret identity,bad characters,black eyes,no hair,male characters,,deceased characters,,Apr-91,1991
cr'reee, (earth-616),\/cr%27reee_(war_skrull)_(earth-616),,bad characters,,,,,deceased characters,,Apr-91,1991
deborah & donald ritter, (earth-616),\/deborah_%26_donald_ritter_(earth-616),secret identity,good characters,blue eyes,blond hair,,,living characters,,Nov-91,1991
die'ode, (earth-616),\/die%27ode_(earth-616),,bad characters,,,male characters,,living characters,,Feb-91,1991
eliot villagran, (earth-616),\/eliot_villagran_(earth-616),public identity,good characters,,brown hair,male characters,,living characters,,Jul-91,1991
ethel gaxton, (earth-616),\/ethel_gaxton_(earth-616),secret identity,bad characters,,red hair,female characters,,living characters,,Nov-91,1991
fu'se, (earth-616),\/fu%27se_(earth-616),,,,,male characters,,living characters,,Feb-91,1991
max, (earth-616),\/max_(punisher%27s_dog)_(earth-616),no dual identity,neutral characters,,black hair,male characters,,living characters,,Nov-91,1991
roger joliet, (earth-616),\/roger_joliet_(earth-616),,bad characters,,black hair,male characters,,living characters,,Apr-91,1991
sl'gur't, (earth-616),\/sl%27gur%27t_(earth-616),public identity,bad characters,white eyes,green hair,female characters,,deceased characters,,Jul-91,1991
spirit of christmas, (earth-616),\/spirit_of_christmas_(earth-616),secret identity,good characters,blue eyes,blond hair,male characters,,living characters,,Dec-91,1991
tatsu'o, (earth-616),\/tatsu%27o_(earth-616),,bad characters,,black hair,male characters,,living characters,,Feb-91,1991
thallo, (earth-616),\/thallo_(earth-616),public identity,good characters,blue eyes,white hair,male characters,,living characters,,Nov-91,1991
tranta, (earth-616),\/tranta_(earth-616),,good characters,,no hair,,,living characters,,Sep-91,1991
ullikummis, (earth-616),\/ullikummis_(earth-616),,bad characters,,,male characters,,living characters,,Feb-91,1991
a'kurru u'mbaya, (earth-616),\/a%27kurru_u%27mbaya_(earth-616),secret identity,,,,male characters,,living characters,,Dec-92,1992
bridget o'neil, (earth-616),\/bridget_o%27neil_(earth-616),public identity,good characters,,black hair,female characters,,living characters,,Jul-92,1992
charles xavier, (earth-616),\/charles_xavier_(infinity_war_doppelganger)_(earth-616),,,,,male characters,,living characters,,Jun-92,1992
d'kay, (earth-616),\/d%27kay_(earth-616),secret identity,bad characters,yellow eyes,yellow hair,male characters,,living characters,,Nov-92,1992
elec'trix, (earth-616),\/elec%27trix_(earth-616),,,,,,,living characters,,Feb-92,1992
elio angelopoulus iii, (earth-616),\/elio_angelopoulus_iii_(earth-616),,,,,,,living characters,,Apr-92,1992
felicity cross, (earth-616),\/felicity_cross_(earth-616),,bad characters,,red hair,female characters,,living characters,,Feb-92,1992
gregory o'sullivan, (earth-616),\/gregory_o%27sullivan_(earth-616),secret identity,neutral characters,,blond hair,male characters,,deceased characters,,Jun-92,1992
harry ulmann, (earth-616),\/harry_ulmann_(earth-616),public identity,bad characters,,,male characters,,living characters,,Jun-92,1992
james madrox, (earth-616),\/james_madrox_(doppelganger)_(earth-616),secret identity,bad characters,,,,,living characters,,Aug-92,1992
k'maria, (earth-616),\/k%27maria_(earth-616),secret identity,good characters,brown eyes,black hair,female characters,,living characters,,Mar-92,1992
k'qill vor don, (earth-616),\/k%27qill_vor_don_(earth-616),,,,bald,male characters,,deceased characters,,Apr-92,1992
kraa, (earth-616),\/kraa_(duplicate)_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Aug-92,1992
l'matto, (earth-616),\/l%27matto_(earth-616),secret identity,bad characters,white eyes,no hair,male characters,,living characters,,Nov-92,1992
patrick herbert, (earth-616),\/patrick_herbert_(earth-616),public identity,good characters,,brown hair,male characters,,living characters,,Feb-92,1992
psyche, (earth-616),\/psyche_(deity)_(earth-616),,good characters,white eyes,silver hair,female characters,,living characters,,Apr-92,1992
simon williams, (earth-616),\/simon_williams_(doppelganger)_(earth-616),,,,,male characters,,living characters,,Sep-92,1992
slaine, (earth-616),\/slaine_(hellbent)_(earth-616),secret identity,,,,male characters,,living characters,,Nov-92,1992
smoke scream, (earth-616),\/smoke_scream_(earth-616),,bad characters,,,female characters,,living characters,,Mar-92,1992
william cash, (earth-616),\/william_cash_(earth-616),,bad characters,,,male characters,,living characters,,May-92,1992
yuri trifanov, (earth-616),\/yuri_trifanov_(earth-616),no dual identity,,,brown hair,male characters,,living characters,,Nov-92,1992
adora, (earth-616),\/adora_(clone)_(earth-616),secret identity,,,,female characters,,living characters,,Nov-93,1993
angel of death, (earth-7888),\/angel_of_death_(dark_angel)_(earth-7888),,,,,,,living characters,,Apr-93,1993
bramble, (earth-616),\/bramble_(hellbent)_(earth-616),,bad characters,,no hair,male characters,,living characters,,May-93,1993
c'efn, (earth-616),\/c%27efn_(earth-616),public identity,bad characters,white eyes,no hair,male characters,,deceased characters,,Sep-93,1993
cernunnos, (earth-616),\/cernunnos_(earth-616),,good characters,,,male characters,,living characters,,Jun-93,1993
dawn, (earth-616),\/dawn_(hellbent)_(earth-616),secret identity,,,,female characters,,living characters,,Dec-93,1993
duke o'dowd, (earth-616),\/duke_o%27dowd_(earth-616),secret identity,,white eyes,red hair,male characters,,living characters,,Jun-93,1993
fang, (earth-616),\/fang_(shi%27ar_prisoner)_(earth-616),,bad characters,red eyes,brown hair,female characters,,deceased characters,,Sep-93,1993
h'rpra, (earth-616),\/h%27rpra_(earth-616),secret identity,bad characters,green eyes,no hair,female characters,,deceased characters,,Feb-93,1993
jarakk, (earth-616),\/jarakk_(earth-616),,,,,male characters,,living characters,,Sep-93,1993
meer'lyn, (earth-616),\/meer%27lyn_(earth-616),secret identity,good characters,green eyes,green hair,female characters,,living characters,,Jul-93,1993
norman zachos, (earth-616),\/norman_zachos_(earth-616),,bad characters,,,male characters,,living characters,,Apr-93,1993
oracle, (earth-616),\/oracle_(warbird)_(earth-616),secret identity,good characters,,,female characters,,living characters,,Dec-93,1993
paco montoya, (earth-616),\/paco_montoya_(earth-616),secret identity,good characters,brown eyes,black hair,male characters,,living characters,,Sep-93,1993
parasite, (earth-616),\/parasite_(lilin)_(earth-616),secret identity,bad characters,,,,,living characters,,Sep-93,1993
pura-shamutra, (earth-616),\/pura-shamutra_(earth-616),,,red eyes,no hair,,,living characters,,Sep-93,1993
sam pritchard, (earth-616),\/sam_pritchard_(earth-616),public identity,neutral characters,,grey hair,male characters,,living characters,,Nov-93,1993
stuart sarris, (earth-616),\/stuart_sarris_(earth-616),secret identity,neutral characters,,,male characters,,living characters,,Nov-93,1993
syth'kach, (earth-616),\/syth%27kach_(earth-616),public identity,good characters,white eyes,,male characters,,deceased characters,,Nov-93,1993
t.k.o., (earth-616),\/t.k.o._(earth-616),,bad characters,,red hair,female characters,,living characters,,Jul-93,1993
taranis, (earth-616),\/taranis_(earth-616),,,,blue hair,male characters,,living characters,,Jun-93,1993
