id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
4944,honor jackson, (new earth),,neutral characters,,black hair,male characters,deceased characters,2,"2008, june",2008
4945,j.a.k.e. 6.1, (new earth),,good characters,,,male characters,living characters,2,"2008, may",2008
4946,jake donnelly, (new earth),,neutral characters,brown eyes,black hair,male characters,living characters,2,"2008, october",2008
4947,jonathan banks, (new earth),secret identity,bad characters,,blond hair,male characters,living characters,2,"2008, june",2008
4948,kane milohai, (new earth),,good characters,brown eyes,brown hair,male characters,deceased characters,2,"2008, february",2008
4949,lone-eye lincoln, (new earth),,neutral characters,,,male characters,living characters,2,"2008, august",2008
4950,primat, (new earth),public identity,good characters,,,female characters,living characters,2,"2008, july",2008
4951,sabine roth, (new earth),secret identity,good characters,brown eyes,grey hair,female characters,living characters,2,"2008, february",2008
4952,unknown lantern, (new earth),,,,,,living characters,2,"2008, february",2008
4953,william brannon, (new earth),secret identity,neutral characters,,,male characters,living characters,2,"2008, june",2008
4954,allison addison, (new earth),,,blue eyes,brown hair,female characters,living characters,2,"2007, may",2007
4955,artis chep, (new earth),,good characters,,,male characters,living characters,2,"2007, october",2007
4956,bizarro batman, (new earth),secret identity,neutral characters,,,male characters,living characters,2,"2007, november",2007
4957,bizarro brainiac, (new earth),secret identity,neutral characters,green eyes,,male characters,living characters,2,"2007, december",2007
4958,bizarro doomsday, (new earth),public identity,bad characters,black eyes,black hair,male characters,living characters,2,"2007, november",2007
4959,bizarro mxyzptlk, (new earth),,,,white hair,male characters,living characters,2,"2007, november",2007
4960,carface, (new earth),,bad characters,,,male characters,living characters,2,"2007, october",2007
4961,clownfish, (new earth),,bad characters,,,male characters,living characters,2,"2007, september",2007
4962,cunningham, (new earth),secret identity,bad characters,,,male characters,deceased characters,2,"2007, march",2007
4963,dev-em, (new earth),public identity,bad characters,green eyes,purple hair,male characters,living characters,2,"2007, august",2007
4964,eduardo flamingo, (new earth),,bad characters,,pink hair,male characters,living characters,2,"2007, july",2007
4965,jarod dale, (new earth),public identity,,brown eyes,blond hair,male characters,living characters,2,"2007, may",2007
4966,julie greer, (new earth),,,brown eyes,blond hair,female characters,living characters,2,"2007, october",2007
4967,ken thurston, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,2,"2007, january",2007
4968,larra, (new earth),,bad characters,,,female characters,deceased characters,2,"2007, september",2007
4969,macro, (new earth),secret identity,bad characters,blue eyes,red hair,female characters,living characters,2,"2007, september",2007
4970,magda, (new earth),,bad characters,brown eyes,black hair,female characters,deceased characters,2,"2007, september",2007
4971,major victory iv, (new earth),secret identity,bad characters,,blond hair,male characters,living characters,2,"2007, march",2007
4972,manhunter lud, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2007, november",2007
4973,micro, (new earth),secret identity,bad characters,,black hair,male characters,living characters,2,"2007, october",2007
4974,mircea, (new earth),secret identity,bad characters,white eyes,black hair,male characters,living characters,2,"2007, april",2007
4975,seer ruggle, (new earth),,bad characters,,,female characters,living characters,2,"2007, august",2007
4976,trey thompson, (new earth),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,2,"2007, february",2007
4977,uriah, (new earth),public identity,bad characters,black eyes,black hair,male characters,living characters,2,"2007, february",2007
4978,warbox, (new earth),public identity,bad characters,photocellular eyes,,male characters,living characters,2,"2007, november",2007
4979,zaneth, (new earth),,good characters,,,male characters,deceased characters,2,"2007, september",2007
4980,badlands, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2006, january",2006
4981,bottom feeder, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2006, september",2006
4982,danae, (new earth),,,,brown hair,female characters,living characters,2,"2006, january",2006
4983,didiu, (new earth),,,,brown hair,female characters,living characters,2,"2006, january",2006
4984,dru-zod i, (new earth),,bad characters,,,male characters,deceased characters,2,"2006, august",2006
4985,edogawa sangaku, (new earth),,,,,male characters,living characters,2,"2006, september",2006
4986,fireball ii, (new earth),secret identity,bad characters,,brown hair,male characters,living characters,2,"2006, october",2006
4987,fright knight, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2006, january",2006
4988,georgia sivana, (new earth),public identity,,,brown hair,female characters,living characters,2,"2006, november",2006
4989,iolan, (new earth),,,,blond hair,female characters,living characters,2,"2006, january",2006
4990,jon standing bear, (new earth),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,2,"2006, october",2006
4991,lowell jeffries, (new earth),,neutral characters,,,male characters,living characters,2,"2006, october",2006
4992,monsoon ii, (new earth),secret identity,bad characters,,,female characters,living characters,2,"2006, january",2006
4993,mug, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2006, january",2006
4994,propaganda, (new earth),secret identity,bad characters,,,male characters,deceased characters,2,"2006, november",2006
4995,pulsar, (new earth),secret identity,good characters,,,male characters,living characters,2,"2006, december",2006
4996,qanda, (new earth),public identity,good characters,green eyes,orange hair,female characters,living characters,2,"2006, november",2006
4997,redback spider, (new earth),secret identity,bad characters,,,female characters,living characters,2,"2006, january",2006
4998,robert castell, (new earth),public identity,neutral characters,brown eyes,black hair,male characters,living characters,2,"2006, june",2006
4999,slipknot ii, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2006, february",2006
5000,spin doctor i, (new earth),secret identity,bad characters,,red hair,male characters,deceased characters,2,"2006, november",2006
5001,"thaddeus sivana, jr.", (new earth),public identity,,,brown hair,male characters,living characters,2,"2006, november",2006
5002,thormon tox, (new earth),public identity,good characters,blue eyes,blond hair,male characters,deceased characters,2,"2006, december",2006
5003,vera klopis, (new earth),public identity,bad characters,,pink hair,female characters,living characters,2,"2006, june",2006
5004,william slout, (new earth),public identity,,,grey hair,male characters,living characters,2,"2006, october",2006
5005,ace of spades v, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2005, october",2005
5006,aftermath, (new earth),secret identity,bad characters,,blond hair,male characters,deceased characters,2,"2005, january",2005
5007,all-beard, (new earth),secret identity,bad characters,brown eyes,grey hair,male characters,deceased characters,2,"2005, may",2005
5008,beulah bleak, (new earth),,neutral characters,,,female characters,living characters,2,"2005, june",2005
5009,callisto, (new earth),,,,blond hair,female characters,living characters,2,"2005, february",2005
5010,charity bleak, (new earth),public identity,neutral characters,black eyes,black hair,female characters,living characters,2,"2005, june",2005
5011,charliehorse, (new earth),secret identity,bad characters,black eyes,brown hair,male characters,living characters,2,"2005, november",2005
5012,crazyface, (new earth),secret identity,neutral characters,,,male characters,living characters,2,"2005, july",2005
5013,dino-mite ii, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2005, november",2005
5014,dreamcatcher, (new earth),secret identity,bad characters,,,genderless characters,deceased characters,2,"2005, december",2005
5015,eamon garcia, (new earth),secret identity,bad characters,black eyes,,male characters,living characters,2,"2005, may",2005
5016,erich thonius, (new earth),secret identity,good characters,,blond hair,male characters,deceased characters,2,"2005, august",2005
5017,fishmonger, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2005, november",2005
5018,harris d. ledbetter, (new earth),public identity,good characters,,blond hair,male characters,deceased characters,2,"2005, april",2005
5019,harvest i, (new earth),secret identity,bad characters,,black hair,female characters,living characters,2,"2005, february",2005
5020,helen helligan, (new earth),public identity,good characters,brown eyes,brown hair,female characters,deceased characters,2,"2005, august",2005
5021,hindenberg, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2005, october",2005
5022,hollywood, (new earth),secret identity,good characters,green eyes,red hair,female characters,living characters,2,"2005, november",2005
5023,horigal, (new earth),public identity,bad characters,yellow eyes,black hair,male characters,living characters,2,"2005, june",2005
5024,kellogg, (new earth),secret identity,bad characters,,,male characters,deceased characters,2,"2005, august",2005
5025,kid impala, (new earth),secret identity,good characters,,black hair,male characters,living characters,2,"2005, february",2005
5026,millions, (new earth),secret identity,good characters,black eyes,white hair,male characters,living characters,2,"2005, november",2005
5027,monkey-in-the-middle, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2005, november",2005
5028,peredur, (new earth),public identity,good characters,,,male characters,living characters,2,"2005, may",2005
5029,sadeh, (new earth),,,,brown hair,female characters,living characters,2,"2005, august",2005
5030,scramjet, (new earth),secret identity,bad characters,,,male characters,deceased characters,2,"2005, november",2005
5031,shelly gaynor, (new earth),public identity,good characters,blue eyes,blond hair,female characters,deceased characters,2,"2005, april",2005
5032,strato, (new earth),secret identity,neutral characters,black eyes,grey hair,male characters,living characters,2,"2005, july",2005
5033,submissionary judah, (new earth),public identity,neutral characters,black eyes,black hair,male characters,deceased characters,2,"2005, june",2005
5034,ten of spades v, (new earth),,bad characters,,red hair,female characters,living characters,2,"2005, october",2005
5035,william beezer, (new earth),secret identity,bad characters,brown eyes,blond hair,male characters,living characters,2,"2005, october",2005
5036,witchazel, (new earth),secret identity,bad characters,,purple hair,female characters,living characters,2,"2005, november",2005
5037,yellow of the rainbow raiders, (new earth),secret identity,bad characters,,,female characters,deceased characters,2,"2005, february",2005
5038,zhang xiaomei, (new earth),secret identity,bad characters,white eyes,,female characters,living characters,2,"2005, october",2005
5039,akahara, (new earth),public identity,bad characters,,black hair,male characters,deceased characters,2,"2004, october",2004
5040,andrew lopez, (new earth),,good characters,,black hair,male characters,living characters,2,"2004, july",2004
5041,benjamin addison, (new earth),,neutral characters,,,male characters,living characters,2,"2004, august",2004
5042,casey krinsky, (new earth),public identity,bad characters,hazel eyes,blond hair,female characters,living characters,2,"2004, october",2004
5043,david davies, (new earth),public identity,good characters,,,male characters,living characters,2,"2004, december",2004
5044,erik verdalian, (new earth),public identity,bad characters,,black hair,male characters,living characters,2,"2004, december",2004
5045,henry kucharski, (new earth),public identity,good characters,blue eyes,blond hair,male characters,living characters,2,"2004, december",2004
5046,melinda spyros, (new earth),public identity,good characters,,brown hair,female characters,deceased characters,2,"2004, december",2004
5047,travonn williams, (new earth),,neutral characters,,,male characters,living characters,2,"2004, august",2004
5048,wormhole, (new earth),,bad characters,blue eyes,brown hair,male characters,deceased characters,2,"2004, august",2004
5049,anne carver, (new earth),,,brown eyes,brown hair,female characters,deceased characters,2,"2003, july",2003
5050,fleshburn, (new earth),,bad characters,,,male characters,living characters,2,"2003, july",2003
5051,great white, (new earth),,bad characters,,,male characters,living characters,2,"2003, july",2003
5052,kid scout, (new earth),secret identity,good characters,,red hair,male characters,living characters,2,"2003, june",2003
5053,kobe asuru, (new earth),public identity,good characters,,brown hair,male characters,deceased characters,2,"2003, september",2003
5054,lunkhead, (new earth),secret identity,bad characters,,,male characters,deceased characters,2,"2003, august",2003
5055,rebecca muldoon, (new earth),public identity,,,black hair,female characters,living characters,2,"2003, april",2003
5056,zaladin, (new earth),secret identity,bad characters,white eyes,black hair,male characters,living characters,2,"2003, july",2003
5057,antiphon, (new earth),secret identity,bad characters,blue eyes,blond hair,male characters,living characters,2,"2002, september",2002
5058,black barax, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2002, december",2002
5059,digital djinn, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2002, september",2002
5060,hyve, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2002, september",2002
5061,izanami, (new earth),,bad characters,yellow eyes,black hair,,living characters,2,"2002, july",2002
5062,jack of spades v, (new earth),,bad characters,,,male characters,living characters,2,"2002, february",2002
5063,kaleeza fashed, (new earth),,good characters,,,female characters,living characters,2,"2002, february",2002
5064,madame x, (new earth),secret identity,bad characters,blue eyes,white hair,female characters,living characters,2,"2002, january",2002
5065,mixcoatl, (new earth),secret identity,,,,,living characters,2,"2002, july",2002
5066,nine of diamonds i, (new earth),,bad characters,brown eyes,brown hair,female characters,living characters,2,"2002, february",2002
5067,scorcher iv, (new earth),secret identity,bad characters,,black hair,female characters,living characters,2,"2002, may",2002
5068,siv, (new earth),,good characters,,blue hair,male characters,living characters,2,"2002, january",2002
5069,tolteca, (new earth),secret identity,bad characters,blue eyes,black hair,female characters,living characters,2,"2002, september",2002
5070,alesandra taracon, (new earth),,neutral characters,,,female characters,living characters,2,"2001, december",2001
5071,antino\u00f6s, (new earth),,good characters,,,,deceased characters,2,"2001, march",2001
5072,canis major, (new earth),public identity,bad characters,,,male characters,living characters,2,"2001, august",2001
5073,general good, (new earth),public identity,bad characters,brown eyes,brown hair,male characters,living characters,2,"2001, july",2001
5074,hypnotic woman, (new earth),secret identity,bad characters,,,female characters,living characters,2,"2001, september",2001
5075,kru-el, (new earth),public identity,bad characters,brown eyes,black hair,male characters,deceased characters,2,"2001, april",2001
5076,matatoa, (new earth),secret identity,bad characters,black eyes,blond hair,male characters,living characters,2,"2001, june",2001
5077,matches malone, (new earth),public identity,bad characters,blue eyes,brown hair,male characters,deceased characters,2,"2001, april",2001
5078,princess maru, (new earth),secret identity,bad characters,,black hair,female characters,living characters,2,"2001, september",2001
5079,zara, (new earth),secret identity,bad characters,,brown hair,female characters,living characters,2,"2001, september",2001
5080,aruna shende, (new earth),secret identity,good characters,brown eyes,black hair,genderless characters,living characters,2,"2000, august",2000
5081,aten, (new earth),,good characters,red eyes,,male characters,living characters,2,"2000, may",2000
5082,blue ice, (new earth),secret identity,bad characters,,black hair,female characters,deceased characters,2,"2000, march",2000
5083,cachiru, (new earth),secret identity,good characters,blue eyes,black hair,male characters,living characters,2,"2000, september",2000
5084,calvin broderick, (new earth),secret identity,bad characters,,black hair,male characters,deceased characters,2,"2000, march",2000
5085,doctor echo, (new earth),secret identity,bad characters,,black hair,male characters,deceased characters,2,"2000, march",2000
5086,doll girl ii, (new earth),secret identity,good characters,,,female characters,living characters,2,"2000, october",2000
5087,dolores pratchet, (new earth),public identity,bad characters,red eyes,red hair,female characters,living characters,2,"2000, january",2000
5088,drakul karfang, (new earth),secret identity,bad characters,red eyes,,female characters,deceased characters,2,"2000, november",2000
5089,ebikar hrui, (new earth),,good characters,yellow eyes,green hair,male characters,deceased characters,2,"2000, february",2000
5090,el bagual, (new earth),secret identity,good characters,,,male characters,living characters,2,"2000, september",2000
5091,saraday, (new earth),public identity,good characters,,brown hair,female characters,deceased characters,2,"2000, july",2000
5092,scarlet scythe, (new earth),secret identity,bad characters,,,male characters,living characters,2,"2000, december",2000
5093,vizacacha, (new earth),secret identity,good characters,,,male characters,living characters,2,"2000, september",2000
5094,acolyte, (new earth),secret identity,bad characters,red eyes,blue hair,male characters,living characters,2,"1999, june",1999
5095,anti-hero, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1999, july",1999
5096,anya savenlovich, (new earth),secret identity,good characters,green eyes,red hair,female characters,living characters,2,"1999, february",1999
5097,badmouth, (new earth),,good characters,,black hair,male characters,living characters,2,"1999, july",1999
5098,bette noir, (new earth),secret identity,bad characters,grey eyes,black hair,female characters,living characters,2,"1999, february",1999
5099,brahma, (new earth),,neutral characters,,,male characters,living characters,2,"1999, september",1999
5100,dante, (new earth),secret identity,bad characters,red eyes,brown hair,male characters,living characters,2,"1999, september",1999
5101,dolmen, (new earth),,bad characters,brown eyes,brown hair,male characters,living characters,2,"1999, august",1999
5102,ebenezer biggs, (new earth),public identity,bad characters,brown eyes,blond hair,male characters,living characters,2,"1999, january",1999
5103,edward skeevers, (new earth),public identity,bad characters,,black hair,male characters,deceased characters,2,"1999, december",1999
5104,fireworks, (new earth),,good characters,,blond hair,female characters,living characters,2,"1999, july",1999
5105,freight-train, (new earth),,good characters,,blond hair,male characters,living characters,2,"1999, july",1999
5106,ganesh, (new earth),,good characters,,,male characters,living characters,2,"1999, october",1999
5107,hammeroon, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,2,"1999, february",1999
5108,hanuman, (new earth),public identity,neutral characters,brown eyes,brown hair,male characters,living characters,2,"1999, october",1999
5109,henry lee jordan, (new earth),public identity,good characters,,brown hair,male characters,living characters,2,"1999, september",1999
5110,ishi-shujou, (new earth),,bad characters,,black hair,male characters,living characters,2,"1999, december",1999
5111,kathryn monaghan, (new earth),public identity,good characters,,black hair,female characters,deceased characters,2,"1999, march",1999
5112,lucia viti, (new earth),public identity,bad characters,blue eyes,brown hair,female characters,deceased characters,2,"1999, december",1999
5113,mahadevi, (new earth),secret identity,,,black hair,female characters,living characters,2,"1999, october",1999
5114,nelson arling, (new earth),,bad characters,,,male characters,living characters,2,"1999, august",1999
5115,packrat, (new earth),secret identity,bad characters,green eyes,brown hair,male characters,living characters,2,"1999, january",1999
5116,paul deisinger, (new earth),,bad characters,,black hair,male characters,living characters,2,"1999, september",1999
5117,prohl gosgotha, (new earth),secret identity,good characters,blue eyes,,male characters,deceased characters,2,"1999, december",1999
5118,rao, (new earth),secret identity,good characters,,,male characters,living characters,2,1999,1999
5119,roo, (new earth),,good characters,,blond hair,male characters,living characters,2,"1999, july",1999
5120,sela allen, (new earth),,good characters,white eyes,,female characters,living characters,2,"1999, march",1999
5121,thomas dawson, (new earth),public identity,bad characters,,grey hair,male characters,deceased characters,2,"1999, march",1999
5122,timothy townsend, (new earth),secret identity,good characters,,blond hair,male characters,deceased characters,2,"1999, march",1999
5123,trafalgo, (new earth),public identity,good characters,,black hair,male characters,living characters,2,1999,1999
5124,wardell washington, (new earth),public identity,bad characters,brown eyes,black hair,male characters,living characters,2,"1999, october",1999
5125,zolog, (new earth),public identity,good characters,,black hair,male characters,living characters,2,1999,1999
5126,flex ii, (new earth),secret identity,bad characters,,black hair,male characters,living characters,2,"1998, february",1998
5127,lee st. lawrence, (new earth),,good characters,,blond hair,female characters,living characters,2,"1998, june",1998
5128,legless master, (new earth),,neutral characters,,,male characters,deceased characters,2,"1998, january",1998
5129,major flashback, (new earth),secret identity,good characters,,blond hair,male characters,deceased characters,2,"1998, july",1998
5130,nina dowd, (new earth),public identity,bad characters,green eyes,,female characters,living characters,2,"1998, september",1998
5131,pallas, (new earth),,good characters,brown eyes,black hair,female characters,living characters,2,"1998, march",1998
5132,red panzer ii, (new earth),secret identity,bad characters,,,male characters,deceased characters,2,"1998, june",1998
5133,sally marsden, (new earth),public identity,,green eyes,red hair,female characters,living characters,2,"1998, may",1998
5134,sister sunlight, (new earth),,good characters,blue eyes,blond hair,female characters,living characters,2,"1998, may",1998
5135,thalia, (new earth),,good characters,,,female characters,living characters,2,1998,1998
5136,thermal, (new earth),,bad characters,,black hair,female characters,living characters,2,"1998, february",1998
5137,bernell jones, (new earth),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,2,"1997, august",1997
5138,celestia, (new earth),,good characters,,grey hair,female characters,deceased characters,2,"1997, august",1997
5139,christina chiles, (new earth),secret identity,bad characters,,,female characters,living characters,2,"1997, february",1997
5140,cynthia brand, (new earth),public identity,bad characters,green eyes,red hair,female characters,living characters,2,"1997, february",1997
5141,desmond connor, (new earth),,bad characters,,brown hair,male characters,living characters,2,"1997, september",1997
5142,emily washburn, (new earth),public identity,neutral characters,,blond hair,female characters,living characters,2,"1997, june",1997
5143,ferris boyle, (new earth),public identity,bad characters,,black hair,male characters,living characters,2,"1997, may",1997
5144,frankie carbone, (new earth),public identity,bad characters,,brown hair,male characters,deceased characters,2,"1997, february",1997
5145,gamesman, (new earth),secret identity,bad characters,blue eyes,,male characters,living characters,2,"1997, august",1997
5146,getaway jones, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1997, february",1997
5147,joe bandano, (new earth),public identity,bad characters,,brown hair,male characters,deceased characters,2,"1997, february",1997
5148,joseph minette, (new earth),,bad characters,,brown hair,male characters,deceased characters,2,1997,1997
5149,kenneth wayne, (new earth),public identity,good characters,,black hair,male characters,deceased characters,2,"1997, october",1997
5150,luigi maroni, (new earth),public identity,bad characters,,grey hair,male characters,deceased characters,2,"1997, august",1997
5151,machine messiah, (new earth),,bad characters,,,,living characters,2,"1997, july",1997
5152,marlon dall, (new earth),public identity,bad characters,brown eyes,brown hair,male characters,living characters,2,"1997, september",1997
5153,orunmilla, (new earth),public identity,neutral characters,brown eyes,black hair,male characters,living characters,2,"1997, october",1997
5154,rhombus, (new earth),public identity,bad characters,black eyes,white hair,male characters,living characters,2,"1997, november",1997
5155,thurber avian, (new earth),public identity,bad characters,,,male characters,deceased characters,2,"1997, november",1997
5156,abigail moorland, (new earth),,bad characters,,black hair,female characters,living characters,2,"1996, june",1996
5157,adele drew, (new earth),public identity,,brown eyes,brown hair,female characters,deceased characters,2,"1996, june",1996
5158,bang bang, (new earth),secret identity,bad characters,black eyes,black hair,female characters,living characters,2,"1996, july",1996
5159,brawl, (new earth),,bad characters,,,male characters,living characters,2,"1996, february",1996
5160,burton thompson, (new earth),public identity,,brown eyes,brown hair,male characters,living characters,2,"1996, july",1996
5161,daniel maris, (new earth),public identity,bad characters,,brown hair,male characters,deceased characters,2,"1996, march",1996
5162,death-doll, (new earth),secret identity,bad characters,blue eyes,blond hair,female characters,living characters,2,"1996, october",1996
5163,eva green, (new earth),secret identity,bad characters,blue eyes,blond hair,female characters,living characters,2,"1996, november",1996
5164,gerald mcwilliams, (new earth),public identity,neutral characters,,,male characters,deceased characters,2,"1996, april",1996
5165,helen belcanto, (new earth),,bad characters,brown eyes,black hair,female characters,living characters,2,"1996, july",1996
5166,holly green, (new earth),secret identity,bad characters,blue eyes,blond hair,female characters,living characters,2,"1996, november",1996
5167,hugh danzizen, (new earth),,good characters,,brown hair,male characters,living characters,2,"1996, december",1996
5168,john adams, (new earth),,good characters,,,male characters,living characters,2,"1996, january",1996
5169,kekona, (new earth),public identity,bad characters,brown eyes,,male characters,living characters,2,"1996, december",1996
5170,lizard king, (new earth),secret identity,bad characters,,brown hair,male characters,living characters,2,"1996, november",1996
5171,patty patty, (new earth),secret identity,bad characters,black eyes,blond hair,female characters,living characters,2,"1996, july",1996
5172,sinthia, (new earth),public identity,bad characters,,brown hair,female characters,living characters,2,"1996, june",1996
5173,stanley macklin, (new earth),,bad characters,,,male characters,living characters,2,"1996, september",1996
5174,stayne, (new earth),secret identity,bad characters,,,female characters,living characters,2,"1996, july",1996
5175,susan kent, (new earth),public identity,good characters,,grey hair,female characters,living characters,2,"1996, february",1996
5176,synth, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1996, august",1996
5177,twilight, (new earth),secret identity,bad characters,,,female characters,deceased characters,2,"1996, april",1996
5178,warhammer, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,2,"1996, october",1996
5179,anansa, (new earth),,bad characters,,,female characters,living characters,2,"1995, march",1995
5180,arel, (new earth),public identity,good characters,,,male characters,living characters,2,"1995, december",1995
5181,captain fear, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1995, july",1995
5182,eduardo reyes, (new earth),secret identity,bad characters,,,male characters,deceased characters,2,"1995, february",1995
5183,elbiam, (new earth),public identity,good characters,,,male characters,living characters,2,"1995, december",1995
5184,fauna faust, (new earth),secret identity,bad characters,black eyes,white hair,female characters,deceased characters,2,"1995, march",1995
5185,george tweedle, (new earth),public identity,bad characters,yellow eyes,black hair,male characters,living characters,2,"1995, march",1995
5186,james collins, (new earth),,bad characters,,black hair,male characters,living characters,2,"1995, february",1995
5187,james craddock ii, (new earth),public identity,neutral characters,blue eyes,white hair,male characters,living characters,2,"1995, june",1995
5188,katherine viverrida, (new earth),,,orange eyes,,female characters,living characters,2,"1995, november",1995
5189,lumiun, (new earth),public identity,good characters,,,male characters,living characters,2,"1995, december",1995
5190,marsosh, (new earth),public identity,good characters,,,male characters,living characters,2,"1995, december",1995
5191,peter grogan, (new earth),,,,red hair,male characters,living characters,2,"1995, july",1995
5192,power fork, (new earth),,bad characters,,,male characters,living characters,2,"1995, february",1995
5193,ribalvei, (new earth),public identity,good characters,,,male characters,living characters,2,"1995, december",1995
5194,skinwalker, (new earth),,bad characters,,,,living characters,2,"1995, february",1995
5195,strega i, (new earth),public identity,bad characters,,blond hair,female characters,deceased characters,2,"1995, march",1995
5196,techno, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,2,"1995, january",1995
5197,voldar, (new earth),public identity,good characters,,,male characters,living characters,2,"1995, december",1995
5198,alan barnes, (new earth),,good characters,,,male characters,living characters,2,"1994, january",1994
5199,armless master, (new earth),,neutral characters,,,male characters,deceased characters,2,"1994, july",1994
5200,brain-bandit, (new earth),secret identity,bad characters,green eyes,,male characters,living characters,2,"1994, march",1994
5201,cecil geekywad bumwimple, (new earth),,bad characters,,,male characters,deceased characters,2,"1994, april",1994
5202,chromax, (new earth),,bad characters,,,male characters,living characters,2,"1994, june",1994
5203,dahak, (new earth),,bad characters,,,,living characters,2,"1994, march",1994
5204,drin, (new earth),secret identity,good characters,,,male characters,deceased characters,2,"1994, january",1994
5205,equinox, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,2,"1994, september",1994
5206,ernest widdle, (new earth),,,,blond hair,male characters,deceased characters,2,"1994, may",1994
5207,hardsell, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,2,"1994, october",1994
5208,judomaster ii, (new earth),secret identity,good characters,,black hair,male characters,living characters,2,"1994, march",1994
5209,kevin crow clone, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1994, january",1994
5210,mainline, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1994, october",1994
5211,matthew nieman, (new earth),public identity,bad characters,,black hair,male characters,living characters,2,"1994, december",1994
5212,megafire, (new earth),secret identity,bad characters,,blond hair,male characters,deceased characters,2,"1994, april",1994
5213,nuscia, (new earth),,good characters,,brown hair,female characters,living characters,2,"1994, november",1994
5214,peregrine, (new earth),,bad characters,,,male characters,living characters,2,"1994, september",1994
5215,phalanx, (new earth),,bad characters,,,male characters,living characters,2,"1994, may",1994
5216,probert, (new earth),,good characters,,,male characters,living characters,2,"1994, march",1994
5217,ricochet ii, (new earth),,bad characters,,,male characters,deceased characters,2,"1994, may",1994
5218,solomon perggia, (new earth),public identity,bad characters,,white hair,male characters,deceased characters,2,"1994, june",1994
5219,spellbinder ii, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1994, june",1994
5220,unclean, (new earth),,bad characters,brown eyes,brown hair,female characters,living characters,2,"1994, june",1994
5221,zephyr, (new earth),secret identity,bad characters,green eyes,red hair,female characters,living characters,2,"1994, march",1994
5222,blacksmyth, (new earth),,bad characters,,,male characters,living characters,2,"1993, march",1993
5223,blynde, (new earth),secret identity,bad characters,,blond hair,female characters,living characters,2,"1993, may",1993
5224,colin brandywine, (new earth),secret identity,good characters,white eyes,black hair,male characters,living characters,2,"1993, september",1993
5225,danthis, (new earth),,good characters,,,female characters,living characters,2,"1993, july",1993
5226,gyro, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1993, april",1993
5227,hellen, (new earth),,good characters,,,female characters,living characters,2,"1993, july",1993
5228,immortal, (new earth),,bad characters,blue eyes,blond hair,male characters,deceased characters,2,"1993, october",1993
5229,jack mobley, (new earth),,bad characters,,,male characters,living characters,2,1993,1993
5230,krater, (new earth),,bad characters,,brown hair,male characters,living characters,2,"1993, january",1993
5231,lan dibbux, (new earth),,good characters,yellow eyes,,male characters,living characters,2,"1993, december",1993
5232,lutefisk, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1993, april",1993
5233,mekros, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1993, november",1993
5234,shadowstryke, (new earth),secret identity,good characters,,black hair,male characters,living characters,2,1993,1993
5235,shard, (new earth),,bad characters,,,male characters,living characters,2,"1993, february",1993
5236,toad-in-the-hole, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1993, april",1993
5237,white spider, (new earth),,bad characters,red eyes,white hair,male characters,deceased characters,2,"1993, january",1993
5238,blockhouse ii, (new earth),secret identity,bad characters,,blond hair,male characters,living characters,2,"1992, january",1992
5239,blutwurst, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1992, march",1992
5240,bratwurst, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1992, march",1992
5241,celestine babcock, (new earth),,good characters,,blond hair,female characters,living characters,2,"1992, march",1992
