id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
15248,scorchers, (earth-616),no dual identity,bad characters,,no hair,agender characters,living characters,1,,
15249,seth horne, (earth-616),no dual identity,neutral characters,blue eyes,bald,male characters,deceased characters,1,,
15250,sharrr, (earth-616),public identity,bad characters,black eyes,bald,male characters,living characters,1,,
15251,skaarn, (earth-616),secret identity,bad characters,red eyes,bald,male characters,living characters,1,,
15252,skabgagg, (earth-616),no dual identity,neutral characters,,,male characters,deceased characters,1,,
15253,slips, (earth-616),secret identity,neutral characters,blue eyes,brown hair,female characters,living characters,1,,
15254,sliver, (earth-616),secret identity,good characters,white eyes,bald,male characters,living characters,1,,
15255,smasher 10, (earth-616),secret identity,good characters,,,male characters,living characters,1,,
15256,smasher 11, (earth-616),secret identity,good characters,,,male characters,living characters,1,,
15257,smasher 12, (earth-616),secret identity,good characters,,,female characters,living characters,1,,
15258,snarrrdax, (earth-616),public identity,bad characters,,bald,male characters,living characters,1,,
15259,sourass, (earth-616),no dual identity,neutral characters,white eyes,black hair,male characters,living characters,1,,
15260,squid, (earth-616),secret identity,bad characters,,,male characters,living characters,1,,
15261,steeplejack, (earth-616),secret identity,bad characters,,,male characters,living characters,1,,
15262,sthagati, (earth-616),secret identity,neutral characters,,,male characters,deceased characters,1,,
15263,subguardian smasher-7, (earth-616),secret identity,good characters,,,male characters,living characters,1,,
15264,subguardian warstar, (earth-616),secret identity,good characters,,,,living characters,1,,
15265,szandor shaw, (earth-616),secret identity,neutral characters,,,male characters,living characters,1,,
15266,ted connelly, (earth-616),no dual identity,neutral characters,,,male characters,deceased characters,1,,
15267,teddy, (earth-616),no dual identity,good characters,brown eyes,bald,male characters,living characters,1,,
15268,the weaver, (earth-616),,neutral characters,,,,living characters,1,,
15269,tiger shark, (earth-616),secret identity,bad characters,,,male characters,living characters,1,,
15270,tolos, (earth-616),public identity,good characters,amber eyes,brown hair,male characters,deceased characters,1,,
15271,tori raven, (earth-616),no dual identity,neutral characters,,,female characters,living characters,1,,
15272,tucker, (earth-616),no dual identity,neutral characters,brown eyes,black hair,male characters,living characters,1,,
15273,tumult, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,1,,
15274,vector, (earth-616),secret identity,good characters,black eyes,black hair,female characters,living characters,1,,
15275,vinatos, (earth-616),no dual identity,neutral characters,amber eyes,bald,male characters,living characters,1,,
15276,visher-rakk, (earth-616),secret identity,bad characters,,,,living characters,1,,
15277,weapon red, (earth-616),secret identity,bad characters,white eyes,black hair,male characters,deceased characters,1,,
15278,wolfgang von roehm, (earth-616),secret identity,neutral characters,,,male characters,living characters,1,,
15279,xan, (earth-616),no dual identity,bad characters,yellow eyes,black hair,male characters,deceased characters,1,,
15280,zamira, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,1,,
15281,minister of castile d'or, (earth-616),no dual identity,neutral characters,,,male characters,deceased characters,,Dec-39,1939
15282,mr. harris' secretary, (earth-616),no dual identity,neutral characters,,blond hair,female characters,living characters,,Oct-39,1939
15283,n'jaga, (earth-616),no dual identity,bad characters,,,male characters,living characters,,Oct-39,1939
15284,ertve, (earth-616),secret identity,good characters,blue eyes,white hair,male characters,living characters,,Feb-40,1940
15285,invisible man, (earth-616),secret identity,good characters,,,male characters,living characters,,Apr-40,1940
15286,patch, (earth-616),secret identity,bad characters,,bald,male characters,deceased characters,,Apr-40,1940
15287,rene d'auvergne, (earth-616),public identity,good characters,,black hair,male characters,living characters,,Feb-40,1940
15288,cat's paw, (earth-616),secret identity,bad characters,,,female characters,deceased characters,,Apr-41,1941
15289,"elizabeth \""betsy\"" ross", (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,,Mar-41,1941
15290,ikor, (earth-616),public identity,neutral characters,,bald,male characters,deceased characters,,Apr-41,1941
15291,lawrence schrott, (earth-616),,bad characters,,,male characters,living characters,,Dec-41,1941
15292,patrick o'toole, (earth-616),secret identity,good characters,,white hair,male characters,deceased characters,,Jun-41,1941
15293,ratchone, (earth-616),,,,,,living characters,,Mar-41,1941
15294,agent x, (earth-616),secret identity,bad characters,,black hair,male characters,deceased characters,,Mar-42,1942
15295,cappy, (earth-616),public identity,good characters,,white hair,male characters,living characters,,Dec-42,1942
15296,captain achhimmel, (earth-616),public identity,bad characters,,white hair,male characters,deceased characters,,Jun-42,1942
15297,fourth musketeer, (earth-616),,good characters,,,male characters,living characters,,Apr-42,1942
15298,francine, (earth-616),public identity,good characters,,black hair,female characters,living characters,,Dec-42,1942
15299,herr demon, (earth-616),secret identity,bad characters,,black hair,male characters,living characters,,Oct-42,1942
15300,satan, (earth-616),secret identity,bad characters,red eyes,,male characters,living characters,,Dec-42,1942
15301,alexander schrott, (earth-616),,good characters,,,male characters,living characters,,Mar-43,1943
15302,dietmar stock, (earth-616),secret identity,bad characters,,,male characters,living characters,,Dec-43,1943
15303,harrison klein, (earth-616),secret identity,bad characters,,black hair,male characters,deceased characters,,Sep-43,1943
15304,prince ba'rahm, (earth-616),public identity,bad characters,,black hair,male characters,living characters,,Feb-43,1943
15305,bran carter, (earth-616),secret identity,bad characters,,brown hair,male characters,living characters,,Sep-44,1944
15306,zipper, (earth-616),secret identity,bad characters,,brown hair,male characters,living characters,,Sep-44,1944
15307,bradley, (earth-616),public identity,bad characters,,brown hair,male characters,living characters,,Sep-46,1946
15308,daniel o'toole, (earth-616),no dual identity,good characters,,black hair,male characters,living characters,,Sep-47,1947
15309,al larson, (earth-616),public identity,good characters,,,male characters,living characters,,Sep-48,1948
15310,harold bough, (earth-616),public identity,good characters,,white hair,male characters,living characters,,May-48,1948
15311,kleezar, (earth-616),no dual identity,bad characters,,grey hair,male characters,deceased characters,,Nov-48,1948
15312,hook creech & frank jepson, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,,Aug-49,1949
15313,squid, (earth-616),secret identity,bad characters,,,male characters,living characters,,Mar-49,1949
15314,emit erut-uf, (earth-616),secret identity,good characters,,black hair,male characters,living characters,,Oct-51,1951
15315,professor diminuito, (earth-616),public identity,bad characters,,black hair,male characters,living characters,,Oct-51,1951
15316,harvey mayberry, (earth-616),public identity,neutral characters,,,male characters,deceased characters,,Feb-52,1952
15317,jerry arnold, (earth-5106),public identity,good characters,,blond hair,male characters,living characters,,Feb-52,1952
15318,skull-face, (earth-616),,bad characters,,,male characters,living characters,,Jan-52,1952
15319,walter hothorn, (earth-616),public identity,neutral characters,,,male characters,living characters,,Feb-52,1952
15320,m'tuba, (earth-616),public identity,good characters,,black hair,male characters,living characters,,Jul-53,1953
15321,rocky steele, (earth-616),,,,,male characters,living characters,,Jun-53,1953
15322,sargent o'hooligan, (earth-616),public identity,good characters,,,male characters,living characters,,Jan-53,1953
15323,cap'n derelict, (earth-616),secret identity,neutral characters,,black hair,male characters,living characters,,Apr-54,1954
15324,thor, (earth-616),,bad characters,,,male characters,living characters,,Dec-54,1954
15325,crusader, (earth-616),public identity,good characters,,black hair,male characters,living characters,,May-55,1955
15326,white-face, (earth-616),secret identity,bad characters,,,male characters,living characters,,Mar-55,1955
15327,blazer, (earth-616),,good characters,,white hair,,living characters,,Mar-56,1956
15328,anuxa, (earth-616),no dual identity,bad characters,,,male characters,living characters,,Jan-60,1960
15329,gargoyle, (earth-616),,,,,male characters,living characters,,Nov-60,1960
15330,m'gumbu, (earth-616),,,brown eyes,brown hair,male characters,living characters,,Oct-60,1960
15331,eric kane, (earth-616),,bad characters,,,male characters,living characters,,Jan-61,1961
15332,frank johnson, (earth-616),public identity,good characters,,black hair,male characters,living characters,,Sep-61,1961
15333,fred cooper, (earth-616),,,,,male characters,living characters,,Oct-61,1961
15334,gruto, (earth-616),secret identity,good characters,,,male characters,living characters,,Apr-61,1961
15335,klagg, (earth-616),secret identity,bad characters,,,male characters,living characters,,Sep-61,1961
15336,octo-monster, (earth-616),secret identity,bad characters,,,male characters,living characters,,Oct-61,1961
15337,robert o'bryan, (earth-616),public identity,good characters,green eyes,red hair,male characters,living characters,,Aug-61,1961
15338,vandoom's monster, (earth-616),secret identity,bad characters,,,male characters,living characters,,Mar-61,1961
15339,victor cartwright, (earth-616),,,,,male characters,living characters,,Oct-61,1961
15340,zzutak's enemy, (earth-616),secret identity,neutral characters,,,male characters,living characters,,Sep-61,1961
15341,bernard o'brien, (earth-616),no dual identity,good characters,brown eyes,white hair,male characters,living characters,,Aug-62,1962
15342,kurrgo's robot, (earth-616),secret identity,,,,,living characters,,Oct-62,1962
15343,seymour o'reilly, (earth-616),public identity,good characters,hazel eyes,brown hair,male characters,deceased characters,,Aug-62,1962
15344,bennington brown, (earth-616),no dual identity,bad characters,,,male characters,living characters,,Sep-63,1963
15345,kl'rt, (earth-616),no dual identity,neutral characters,green eyes,no hair,male characters,living characters,,Sep-63,1963
15346,ruby, (earth-616),,good characters,,,female characters,living characters,,Feb-63,1963
15347,angel, (earth-616),,bad characters,,,male characters,living characters,,Oct-64,1964
15348,beast, (earth-616),,bad characters,,,male characters,living characters,,Oct-64,1964
15349,cyclops, (earth-616),,bad characters,,,male characters,living characters,,Oct-64,1964
15350,egghead's android, (earth-616),,bad characters,,,,living characters,,Nov-64,1964
15351,ernesto & luigi gambonno, (earth-616),public identity,bad characters,blue eyes,black hair,male characters,living characters,,Sep-64,1964
15352,g'uranthic guardian, (earth-616),,bad characters,,,,living characters,,Nov-64,1964
15353,keno barkerton, (earth-616),public identity,bad characters,,,male characters,living characters,,Aug-64,1964
15354,luke buffington, (earth-616),,bad characters,,,male characters,living characters,,Mar-64,1964
15355,vladimir fortunov, (earth-616),,bad characters,,,male characters,living characters,,Sep-64,1964
15356,"\""thumper\"" morgan", (earth-616),secret identity,bad characters,,bald,male characters,living characters,,Feb-65,1965
15357,amphibian, (earth-616),,,,,,living characters,,Nov-65,1965
15358,demonicus, (earth-616),,bad characters,green eyes,black hair,male characters,living characters,,Jan-65,1965
15359,gabbo, (earth-616),public identity,bad characters,,blond hair,male characters,living characters,,Aug-65,1965
15360,luther cragg, (earth-616),public identity,bad characters,,,male characters,living characters,,Apr-65,1965
15361,professor elixir, (earth-616),secret identity,bad characters,,,male characters,living characters,,Sep-65,1965
15362,sam, (earth-616),,,,,male characters,living characters,,Mar-65,1965
15363,dancer, (earth-616),,bad characters,,,male characters,living characters,,Nov-66,1966
15364,joe clanton, (earth-616),secret identity,bad characters,,blond hair,male characters,living characters,,Aug-66,1966
15365,ortlinda, (earth-616),public identity,neutral characters,,blond hair,female characters,living characters,,Oct-66,1966
15366,rossveissa, (earth-616),public identity,neutral characters,,red hair,female characters,living characters,,Oct-66,1966
15367,t'chaka, (earth-616),public identity,good characters,brown eyes,black hair,male characters,deceased characters,,Aug-66,1966
15368,t'challa, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,,Jul-66,1966
15369,banshee, (earth-616),,,white eyes,white hair,male characters,deceased characters,,Feb-67,1967
15370,shezada, (earth-616),public identity,bad characters,,,female characters,living characters,,Aug-67,1967
15371,sniper, (earth-616),secret identity,bad characters,,,male characters,living characters,,Dec-67,1967
15372,frankenstein's monster, (earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,,Jan-68,1968
15373,frankenstein's monster, (earth-616),secret identity,,,,,deceased characters,,Jan-68,1968
15374,laura, (earth-616),,,,red hair,female characters,living characters,,Jun-68,1968
15375,sergius o'hoolihan, (earth-616),public identity,good characters,,grey hair,male characters,living characters,,Oct-68,1968
15376,sol brodsky, (earth-616),public identity,neutral characters,,,male characters,living characters,,Sep-68,1968
15377,un-human, (earth-616),secret identity,bad characters,,brown hair,male characters,living characters,,Sep-68,1968
15378,agent r-2, (earth-616),secret identity,bad characters,,bald,male characters,living characters,,Dec-69,1969
15379,alpha, (earth-616),no dual identity,neutral characters,,,male characters,living characters,,Jul-69,1969
15380,beta, (earth-616),no dual identity,neutral characters,,,male characters,living characters,,Jul-69,1969
15381,frankenstein's monster, (earth-616),secret identity,bad characters,white eyes,no hair,,deceased characters,,Aug-69,1969
15382,grizzly, (earth-616),secret identity,bad characters,,black hair,male characters,living characters,,Dec-69,1969
15383,m'baku, (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,living characters,,Mar-69,1969
15384,n'gamo, (earth-616),public identity,bad characters,,,male characters,living characters,,Mar-69,1969
15385,w'kabi, (earth-616),public identity,good characters,brown eyes,black hair,male characters,deceased characters,,Mar-69,1969
15386,walking stiletto, (earth-616),secret identity,bad characters,black eyes,no hair,agender characters,living characters,,Jun-69,1969
15387,aces wilde, (earth-616),secret identity,,brown eyes,black hair,male characters,living characters,,Mar-70,1970
15388,kevin o'brien, (earth-616),secret identity,bad characters,blue eyes,red hair,male characters,deceased characters,,Nov-70,1970
15389,kronus, (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,,Jun-70,1970
15390,llyron, (earth-616),,,,,male characters,living characters,,Dec-70,1970
15391,lobo, (earth-616),,good characters,,,male characters,living characters,,Sep-70,1970
15392,mister bowers, (earth-616),,,,,,living characters,,Nov-70,1970
15393,mogul, (earth-616),,,,bald,,living characters,,May-70,1970
15394,b'tumba, (earth-616),,good characters,brown eyes,brown hair,male characters,deceased characters,,Apr-71,1971
15395,bulldozer, (earth-616),,bad characters,,,,living characters,,Jan-71,1971
15396,egron allov, (earth-616),,,,,male characters,living characters,,Feb-71,1971
15397,k'aitian worldmind, (earth-616),public identity,bad characters,,no hair,male characters,living characters,,Jun-71,1971
15398,lyle getz, (earth-616),,bad characters,,white hair,male characters,living characters,,Jan-71,1971
15399,marya peskyov, (earth-616),secret identity,bad characters,,blond hair,female characters,living characters,,Jan-71,1971
15400,spike, (earth-616),secret identity,good characters,,,,living characters,,Oct-71,1971
15401,anthony stark, (earth-616),no dual identity,,,,male characters,living characters,,Oct-72,1972
15402,omm, (earth-616),,bad characters,,,male characters,living characters,,Jan-72,1972
15403,shanna o'hara, (earth-616),public identity,good characters,hazel eyes,blond hair,female characters,living characters,,Dec-72,1972
15404,a'lars, (earth-616),secret identity,good characters,blue eyes,white hair,male characters,living characters,,Feb-73,1973
15405,angel of death, (earth-616),secret identity,,,,,living characters,,Mar-73,1973
15406,cheng-ho, (earth-616),,,,,,living characters,,Nov-73,1973
15407,executioner, (earth-616),secret identity,bad characters,,,male characters,living characters,,Jun-73,1973
15408,helios, (earth-616),secret identity,good characters,,,male characters,living characters,,Feb-73,1973
15409,kryllk, (earth-616),,bad characters,,,male characters,living characters,,Mar-73,1973
15410,n'gabthoth, (earth-616),no dual identity,bad characters,,,male characters,living characters,,Jan-73,1973
15411,n'kantu, (earth-616),secret identity,good characters,brown eyes,bald,male characters,living characters,,Aug-73,1973
15412,oceanus, (earth-616),,good characters,,,,living characters,,Nov-73,1973
15413,perse, (earth-616),secret identity,good characters,blue eyes,white hair,male characters,living characters,,Feb-73,1973
15414,sentry 213, (earth-616),secret identity,bad characters,black eyes,no hair,,deceased characters,,Nov-73,1973
15415,tyg'r, (earth-616),,bad characters,,orange-brown hair,male characters,living characters,,May-73,1973
15416,varcolac, (earth-616),,bad characters,,brown hair,male characters,living characters,,Mar-73,1973
15417,walter jameson, (earth-616),no dual identity,,,brown hair,male characters,living characters,,May-73,1973
15418,adam k'ad-mon, (earth-616),no dual identity,neutral characters,,,male characters,living characters,,Apr-74,1974
15419,angel o'hara, (earth-616),secret identity,good characters,,red hair,female characters,living characters,,Jun-74,1974
15420,m'nai, (earth-616),secret identity,neutral characters,brown eyes,black hair,male characters,deceased characters,,Feb-74,1974
15421,rhyl, (earth-616),,good characters,,black hair,female characters,living characters,,Sep-74,1974
15422,y'garon, (earth-616),secret identity,bad characters,,grey hair,male characters,living characters,,Sep-74,1974
15423,aesklos, (earth-616),,,,,male characters,living characters,,Feb-75,1975
15424,azu m'dammen, (earth-616),no dual identity,good characters,brown eyes,black hair,male characters,deceased characters,,Mar-75,1975
15425,carton velcro, (earth-616),,,,,male characters,living characters,,Jun-75,1975
15426,cliff garner, (earth-616),,,,,male characters,living characters,,Nov-75,1975
15427,conal d'hu-tsien, (earth-616),secret identity,neutral characters,,brown hair,male characters,living characters,,Dec-75,1975
15428,devil's heart, (earth-616),secret identity,bad characters,,no hair,,deceased characters,,Mar-75,1975
15429,guiseppe tamarelli, (earth-616),public identity,,,,male characters,living characters,,Oct-75,1975
15430,james d'angelo, (earth-616),no dual identity,good characters,,,male characters,living characters,,Jun-75,1975
15431,n'dar\u00e9, (earth-616),no dual identity,good characters,brown eyes,black hair,female characters,deceased characters,,Dec-75,1975
15432,ranephi, (earth-616),,neutral characters,,,male characters,deceased characters,,Oct-75,1975
15433,salamander k'ruel, (earth-616),public identity,,brown eyes,black hair,male characters,living characters,,May-75,1975
15434,surisha, (earth-616),secret identity,bad characters,,,female characters,living characters,,Feb-75,1975
15435,tohn-bil, (earth-616),,bad characters,,,male characters,living characters,,Mar-75,1975
15436,tolaria, (earth-616),public identity,,red eyes,green hair,female characters,living characters,,Oct-75,1975
15437,ulluxy'l kwan tae syn, (earth-616),,bad characters,,,male characters,living characters,,Oct-75,1975
15438,wraith, (earth-616),,bad characters,,white hair,,living characters,,Oct-75,1975
15439,agent d, (earth-616),,bad characters,,,female characters,living characters,,Jul-76,1976
15440,brian abelard, (earth-616),public identity,bad characters,,,male characters,deceased characters,,Jun-76,1976
15441,bromagdon, (earth-616),,,,,,living characters,,Oct-76,1976
15442,charles xavier, (earth-616),secret identity,bad characters,,bald,male characters,living characters,,Jun-76,1976
15443,d'ken neramani, (earth-616),public identity,bad characters,hazel eyes,black hair,male characters,living characters,,Feb-76,1976
15444,derath'ath, (earth-616),,,,,male characters,deceased characters,,Nov-76,1976
15445,eamon o'donnell, (earth-616),public identity,good characters,,,male characters,living characters,,Oct-76,1976
15446,havok, (earth-616),,bad characters,,,male characters,living characters,,Aug-76,1976
15447,marianne cutlass, (earth-616),,,,,female characters,deceased characters,,Sep-76,1976
15448,michael o'brien, (earth-616),secret identity,good characters,green eyes,red hair,male characters,living characters,,Jan-76,1976
15449,murius, (earth-616),public identity,good characters,,,female characters,living characters,,Feb-76,1976
15450,polaris, (earth-616),,bad characters,,,,living characters,,Aug-76,1976
15451,rambu, (earth-616),,good characters,white eyes,black hair,male characters,deceased characters,,Jul-76,1976
15452,wayfinder, (earth-616),public identity,good characters,,,male characters,deceased characters,,Jan-76,1976
15453,agent 17, (earth-616),secret identity,bad characters,,black hair,female characters,living characters,,Jul-77,1977
15454,aladdin, (earth-616),,,,,male characters,living characters,,Jan-77,1977
15455,belial, (earth-616),,bad characters,,,male characters,living characters,,Feb-77,1977
15456,bubbles o'day, (earth-616),,bad characters,,blond hair,female characters,living characters,,Aug-77,1977
15457,cal'syee neramani, (earth-616),public identity,bad characters,white eyes,no hair,female characters,living characters,,Sep-77,1977
15458,ch'od, (earth-616),no dual identity,good characters,black eyes,no hair,male characters,living characters,,Apr-77,1977
15459,cr'reee, (earth-616),no dual identity,good characters,black eyes,white hair,male characters,living characters,,Apr-77,1977
15460,goram, (earth-616),,bad characters,,no hair,male characters,living characters,,Aug-77,1977
15461,hydron, (earth-616),secret identity,good characters,,no hair,male characters,living characters,,Sep-77,1977
15462,j'son, (earth-616),public identity,neutral characters,blue eyes,brown hair,male characters,living characters,,Jun-77,1977
15463,juden bardham, (earth-616),public identity,bad characters,,no hair,male characters,living characters,,Aug-77,1977
15464,k'rk 'n'kazaii, (earth-616),no dual identity,neutral characters,,,male characters,living characters,,Jun-77,1977
15465,k'rll, (earth-616),secret identity,bad characters,black eyes,brown hair,male characters,living characters,,Jul-77,1977
15466,laralei, (earth-616),,,blue eyes,blue hair,female characters,living characters,,Aug-77,1977
15467,n'gassi, (earth-616),public identity,,brown eyes,white hair,male characters,living characters,,Nov-77,1977
15468,n'gll, (earth-616),,,,,,living characters,,Jul-77,1977
15469,pr'kash, (earth-616),,,,,male characters,living characters,,May-77,1977
15470,thornn, (earth-616),,good characters,,no hair,male characters,living characters,,Aug-77,1977
15471,veron, (earth-616),,,,,,living characters,,May-77,1977
15472,vertigo, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,,Aug-77,1977
15473,aracht'yr, (earth-616),,,red eyes,no hair,male characters,living characters,,Oct-78,1978
15474,b'ok, (earth-616),,,red eyes,no hair,male characters,living characters,,Dec-78,1978
15475,bzzk'joh, (earth-616),,bad characters,red eyes,,male characters,living characters,,Mar-78,1978
15476,d'spayre, (earth-616),secret identity,bad characters,black eyes,no hair,male characters,living characters,,Apr-78,1978
15477,electron, (earth-616),secret identity,bad characters,,,male characters,living characters,,Jun-78,1978
15478,emueli, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15479,frankenstein's monster, (earth-616),,bad characters,,grey hair,male characters,deceased characters,,Aug-78,1978
15480,khonsah, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15481,klara, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15482,kronak, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15483,kurr'fri, (earth-616),public identity,,,,male characters,living characters,,Oct-78,1978
15484,lodah, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15485,m'dhar, (earth-616),no dual identity,neutral characters,,no hair,male characters,living characters,,Dec-78,1978
15486,nanny, (earth-616),public identity,bad characters,,,female characters,living characters,,Aug-78,1978
15487,norak, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15488,sarak, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15489,selma, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15490,shakan, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15491,sher-la, (earth-616),,good characters,,,,living characters,,Oct-78,1978
15492,t'kora, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,,Jan-78,1978
15493,w'kandro, (earth-616),,good characters,,,male characters,living characters,,Oct-78,1978
15494,warbot, (earth-616),secret identity,bad characters,black eyes,no hair,agender characters,living characters,,Mar-78,1978
15495,world-devouring worm, (earth-616),public identity,bad characters,red eyes,no hair,male characters,living characters,,Sep-78,1978
15496,abraham james, (earth-616),secret identity,bad characters,,,male characters,living characters,,Jun-79,1979
15497,althea, (earth-616),,good characters,,,female characters,living characters,,Dec-79,1979
15498,ana maximoff, (earth-616),,,,,female characters,deceased characters,,Aug-79,1979
15499,daik\u016b mary\u016b, (earth-616),,,,,male characters,living characters,,Feb-79,1979
15500,halcon d'oro, (earth-616),secret identity,,,,male characters,living characters,,Dec-79,1979
15501,jackpot, (earth-616),secret identity,bad characters,,,male characters,living characters,,Oct-79,1979
15502,jeannine o'connell, (earth-616),public identity,good characters,,blond hair,female characters,living characters,,Jul-79,1979
15503,mateo maximoff, (earth-616),,,,,male characters,deceased characters,,Aug-79,1979
15504,max eisenhardt, (earth-616),,bad characters,,,,living characters,,Aug-79,1979
15505,r'klll, (earth-616),public identity,bad characters,green eyes,black hair,female characters,deceased characters,,May-79,1979
15506,tambura, (earth-616),,good characters,,grey hair,male characters,living characters,,Feb-79,1979
15507,a.c. o'connor, (earth-616),no dual identity,neutral characters,,blond hair,female characters,deceased characters,,Sep-80,1980
15508,aa-thak, (earth-616),,bad characters,,,male characters,living characters,,Aug-80,1980
15509,aleister ravenna, (earth-616),,,,,male characters,living characters,,Dec-80,1980
15510,andy, (earth-616),no dual identity,,,,male characters,living characters,,Jul-80,1980
15511,b'nee and c'cll, (earth-616),public identity,neutral characters,green eyes,no hair,male characters,living characters,,Sep-80,1980
15512,baiame, (earth-616),,,,black hair,male characters,living characters,,Oct-80,1980
15513,battleaxe, (earth-616),,bad characters,,,male characters,living characters,,Mar-80,1980
15514,beliar, (earth-616),secret identity,bad characters,,,male characters,living characters,,Jun-80,1980
15515,bridgit o'hare, (earth-616),secret identity,good characters,,green hair,female characters,living characters,,Oct-80,1980
15516,cyndriarr, (earth-616),secret identity,neutral characters,,,,living characters,,Dec-80,1980
15517,dragon lord's son, (earth-616),no dual identity,good characters,,black hair,male characters,living characters,,Mar-80,1980
15518,george clinton, (earth-616),,bad characters,,,male characters,living characters,,Jun-80,1980
15519,juber, (earth-616),,,,,male characters,deceased characters,,Jul-80,1980
15520,nyambe, (earth-616),secret identity,good characters,,,male characters,living characters,,Oct-80,1980
15521,odin's eye, (earth-616),,bad characters,,,,living characters,,Feb-80,1980
15522,primus, (earth-616),public identity,,,,,living characters,,Aug-80,1980
15523,ralph, (earth-616),,,,grey hair,male characters,living characters,,Jul-80,1980
15524,roy, (earth-616),,bad characters,,brown hair,male characters,living characters,,Jun-80,1980
15525,six, (earth-616),,good characters,,,male characters,living characters,,Mar-80,1980
15526,thor odinson, (earth-616),secret identity,good characters,brown eyes,red hair,male characters,deceased characters,,Mar-80,1980
15527,tim braverman, (earth-616),secret identity,bad characters,,,male characters,living characters,,Feb-80,1980
15528,tuoks'enhaamin, (earth-616),,,green eyes,no hair,,living characters,,Aug-80,1980
15529,xi'an coy manh, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,,Dec-80,1980
15530,al gentle, (earth-616),no dual identity,good characters,,,male characters,living characters,,Dec-81,1981
15531,dagon, (earth-616),,bad characters,,,male characters,deceased characters,,Feb-81,1981
15532,juanita lopez, (earth-616),,neutral characters,brown eyes,black hair,female characters,living characters,,Jan-81,1981
15533,juliette d'angelo, (earth-616),,,,,female characters,living characters,,Dec-81,1981
15534,k'lm fhet, (earth-616),secret identity,good characters,blue eyes,green hair,male characters,living characters,,Jun-81,1981
15535,khup, (earth-616),secret identity,good characters,blue eyes,green hair,male characters,living characters,,Jun-81,1981
15536,luciane d'hiver, (earth-616),,bad characters,,blond hair,female characters,living characters,,Jul-81,1981
15537,m'dom typ, (earth-616),secret identity,good characters,blue eyes,white hair,male characters,living characters,,May-81,1981
15538,monolith gatherer, (earth-616),,,,,male characters,living characters,,Feb-81,1981
15539,monty walsh, (earth-616),secret identity,neutral characters,,black hair,male characters,deceased characters,,Mar-81,1981
15540,shanga fia delph'goram, (earth-616),public identity,good characters,blue eyes,no hair,female characters,living characters,,Sep-81,1981
15541,terminator, (earth-616),,good characters,,,male characters,deceased characters,,Jan-81,1981
15542,tethys, (earth-616),,,,,,living characters,,Dec-81,1981
15543,v'zarr-than, (earth-616),,bad characters,black eyes,green hair,male characters,living characters,,Feb-81,1981
15544,wend, (earth-616),secret identity,good characters,blue eyes,green hair,male characters,living characters,,Jun-81,1981
15545,astriel, (earth-616),,,silver eyes,silver hair,female characters,living characters,,Mar-82,1982
15546,ba't'll, (earth-616),,neutral characters,red eyes,no hair,female characters,living characters,,Jul-82,1982
15547,benjamin abramov, (earth-616),secret identity,good characters,,grey hair,male characters,deceased characters,,Mar-82,1982
15548,blackjack o'hare, (earth-616),no dual identity,neutral characters,,black hair,male characters,living characters,,May-82,1982
15549,heather o'gara, (earth-616),,bad characters,,,female characters,living characters,,Aug-82,1982
15550,jack o'lantern, (earth-616),secret identity,bad characters,,,male characters,living characters,,Nov-82,1982
15551,mister mind's cyborg, (earth-616),secret identity,bad characters,,,,living characters,,Aug-82,1982
15552,n'rill'iree, (earth-616),secret identity,neutral characters,white eyes,,male characters,living characters,,Mar-82,1982
15553,ricardo vasquez, (earth-616),public identity,,,black hair,male characters,living characters,,Sep-82,1982
15554,s'ym, (earth-616),secret identity,bad characters,red eyes,grey hair,male characters,living characters,,Aug-82,1982
15555,xaphan, (earth-616),secret identity,bad characters,yellow eyes,black hair,male characters,living characters,,Jun-82,1982
15556,zendrao, (earth-616),secret identity,bad characters,green eyes,no hair,male characters,living characters,,Apr-82,1982
15557,akreon, (earth-616),,bad characters,,,male characters,living characters,,Mar-83,1983
15558,alva, (earth-616),,,,,female characters,living characters,,Oct-83,1983
15559,amaa, (earth-616),,,,,female characters,living characters,,Jan-83,1983
15560,asmodeus, (earth-616),,bad characters,,,male characters,living characters,,Mar-83,1983
