id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,first-appearance,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,url
569,Rorschach,75.0,10.0,29.0,20.0,23.0,80.0,Walter Joseph Kovacs,No alter egos found.,['-'],-,"Watchmen #1 (September, 1986)",DC Comics,good,Male,Human,"[""5'6"", '168 cm']","['140 lb', '63 kg']",Blue,Red,"Vigilante, former garment worker",-,Crimebusters,-,https://www.superherodb.com/pictures2/portraits/10/100/771.jpg
570,Sabretooth,56.0,48.0,38.0,90.0,50.0,100.0,Victor Creed,No alter egos found.,"['Slasher', 'El Tigre']",-,"Iron Fist #14 (August, 1977)",Marvel Comics,bad,Male,Mutant,"[""6'6"", '198 cm']","['380 lb', '171 kg']",Amber,Blond,"mercenary, professional criminal, assassin, serial killer",mobile,"Weapon X, Marauders, Brotherhood of Evil Mutants",Grayden Creed (son; deceased),https://www.superherodb.com/pictures2/portraits/10/100/17.jpg
572,Sandman,44.0,75.0,46.0,90.0,100.0,60.0,William Baker,No alter egos found.,"['Flint Marko', 'Sylvester Mann', 'Quarryman']","Queens, New York","Amazing Spider-Man #4 (September, 1963)",Marvel Comics,neutral,Male,Human,"[""6'1"", '185 cm']","['450 lb', '203 kg']",Brown,Brown,Professional Criminal,-,"(Formerly) Sinister Twelve, the Sinister Six, the Frightful Four, the Outlaws and the Wild Pack, reserve member of the Avengers","Mrs. Baker (mother), unidentified cousin",https://www.superherodb.com/pictures2/portraits/10/100/621.jpg
574,Sauron,88.0,85.0,33.0,100.0,100.0,70.0,Sauron,No alter egos found.,"['Annatar', 'Gorthaur the Cruel', 'Sauron the Dark', 'The Necromancer', 'Dark Lord of Mordor', 'Lord of the Rings', 'The Great Eye']",-,-,J. R. R. Tolkien,bad,Male,Maiar,"[""9'2"", '279 cm']","['- lb', '0 kg']",-,-,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10849.jpg
576,Scarecrow,81.0,10.0,12.0,14.0,48.0,50.0,Jonathan Crane,No alter egos found.,['-'],-,"WORLD'S FINEST COMICS #3 (Fall, 1941)",DC Comics,bad,Male,Human,"[""6'0"", '183 cm']","['140 lb', '63 kg']",Blue,Brown,Special Professional Criminal,Gotham City,Injustice Gang,-,https://www.superherodb.com/pictures2/portraits/10/100/819.jpg
577,Scarlet Spider,75.0,53.0,60.0,74.0,46.0,56.0,Benjamin Reilly,Spider-Carnage,"['Spider-Clone', 'Spider-Man']",Place of birth unknown,Amazing Spider-Man # 149 (as Spider-Clone); Web of Spider-Man # 117 (as Ben Reilly),Spider-Carnage,good,Male,Human,"[""5'10'"", '178 cm']","['165 lb', '74 kg']",Blue,Blond,Crime-fighter,-,None; formerly New Warriors,"Peter Parker (clone of), May Parker (Aunt), Ben Parker (Uncle)",https://www.superherodb.com/pictures2/portraits/10/100/174.jpg
578,Scarlet Spider II,88.0,55.0,60.0,40.0,37.0,56.0,Kaine Parker,No alter egos found.,"['Tarantula', 'Kaine', 'Ara�a Escarlata']",-,"Web of Spider-Man #119 (December, 1994)",Marvel Comics,good,Male,Clone,"[""6'4"", '193 cm']","['250 lb', '113 kg']",Brown,Brown,Fugitive,-,-,"Miles Warren (creator), Peter Parker (Spider-Man, genetic template), Ben Reilly (Scarlet Spider, fellow clone, deceased), Spidercide (fellow clone, allegedly deceased), Guardian (fellow clone, deceased), Jack (fellow clone, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/1536.jpg
579,Scarlet Witch,100.0,10.0,29.0,70.0,100.0,80.0,Wanda Maximoff,No alter egos found.,"['Wanda Frank', 'Wanda Magnus', 'Ana Maximoff', 'Gypsy Witch', 'The Witch']","Wundagore Mountain, Transia","Uncanny X-Men #4 (March, 1964)",Marvel Comics,bad,Female,Mutant,"[""5'7"", '170 cm']","['132 lb', '59 kg']",Blue,Brown,"Adventurer; formerly witchcraft tutor, housewife, terrorist","Mobile; formerly The Works; Avengers Compound, California; Avengers Mansion, New York","None, Formerly Avengers, Avengers West Coast, Force Works, Queen's Vengeance, Secret Defenders, Lady Liberators, Brotherhood of Evil Mutants","Pietro (Quicksilver, twin brother), Magnus (Magneto, father), Magda Lehnsherr (mother, deceased), Anya (half-sister, deceased), Lorna Dane (Polaris, half-sister), Vision (estranged husband), Django Maximoff (foster father, deceased), Marya Maximoff (foster mother, deceased), Crystal (sister-in-law), Luna (niece), Tommy & Billy (reincarnated sons), Talia Wagner (Nocturne, alternate reality daughter)",https://www.superherodb.com/pictures2/portraits/10/100/444.jpg
581,Scorpion,50.0,52.0,60.0,85.0,49.0,80.0,MacDonald Gargan,Venom III,"['Venom', 'Spider-Man']",-,Amazing Spider-Man #19 (1964),Venom III,bad,Male,Human,"[""6'11"", '211 cm']","['689 lb', '310 kg']",Brown,Brown,"U.S. government agent; former professional criminal, assassin, private detective",-,"Avengers (Osborn's team); formerly Thunderbolts, Masters of Evil, ""Spider-Man Revenge League""; Sinister Twelve; formerly partners with Mister Hyde and Delilah",-,https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg
582,Sebastian Shaw,63.0,85.0,12.0,95.0,36.0,56.0,Sebastian Hiram Shaw,No alter egos found.,['-'],-,-,Marvel Comics,bad,Male,Mutant,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg
583,Sentry,75.0,100.0,100.0,84.0,100.0,40.0,Robert Reynolds,No alter egos found.,"['Void', 'Bob', 'Golden Guardian of Good', 'John Victor Williams', 'Scout']",-,"Sentry #1 (September, 2000)",Marvel Comics,neutral,Male,Mutant,"[""6'2"", '188 cm']","['194 lb', '87 kg']",Blue,Blond,-,"The Watchtower (on top of Stark Tower, where it was formerly located before all memory of him disappeared)","Formerly Horsemen of Death, Osborn's Avengers, Mighty Avengers, New Avengers, partner of Scout","Lindy Reynolds (wife, deceased), Mrs. Reynolds (mother)",https://www.superherodb.com/pictures2/portraits/10/100/447.jpg
585,Shadow Lass,63.0,10.0,67.0,20.0,79.0,80.0,Tasmia Mallor,No alter egos found.,['-'],Talok VIII,Adventure Comics #365,DC Comics,good,Female,Talokite,"[""5'8"", '173 cm']","['120 lb', '54 kg']",Black,Black,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg
586,Shadowcat,88.0,8.0,21.0,25.0,69.0,70.0,Kitty Pryde,No alter egos found.,"['Kitty Pryde', 'Ariel', 'Sprite', 'Cat']","Deerfield, Illinois","X-Men #129 (January, 1980)",Marvel Comics,good,Female,Mutant,"[""5'6"", '168 cm']","['110 lb', '50 kg']",Hazel,Brown,"Teacher, Adventurer, former student","Xavier Insitute for Higher Learning, Salem Center, New York, formerly Muir Island off the coast of Scotland, formerly Excalibur's Lighthouse, formerly Braddock Manor, England","X-Men (New Charles Xavier School member), X-Men (Past) (tutor); formerly X-Men, Murder Circus (brainwashed), Lights (liaison), Paladins Squad, S.H.I.E.L.D., Gladiators, Excalibur (founding member), New Mutants, Knights of Wundagore","Kate (maternal great-grandmother), Samuel Prydeman (paternal grandfather, deceased), Chava Rosanoff (paternal great-aunt, deceased), Mr. Rosanoff (paternal great-uncle, apparently deceased), Nina (aunt), Carmen Pryde (father, deceased), Theresa Pryde (mother), Kenny (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/122.jpg
587,Shang-Chi,63.0,12.0,30.0,50.0,29.0,100.0,Shang-Chi,No alter egos found.,['The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr)'],-,"Special Marvel Edition #15 (December, 1973)",Marvel Comics,good,Male,Human,"[""5'10"", '178 cm']","['175 lb', '79 kg']",Brown,Black,-,-,"MI-5, MI-6, ""Marvel Knights"", Heroes For Hire, Freelance Restorations, Si-Fan, Secret Avengers","Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/454.jpg
589,She-Hulk,81.0,100.0,42.0,100.0,40.0,70.0,Jennifer Walters,No alter egos found.,['Jade Giantess'],"Los Angeles, California",She-Hulk (Vol. 1) #1,Marvel Comics,good,Female,Human,"[""6'7"", '201 cm']","['700 lb', '315 kg']",Green,Green,"Lawyer, Magistra of the Living Tribunal","Law offices of Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza","Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers, Fantastic Four, Heroes for Hire","Bruce Banner (Hulk, cousin)",https://www.superherodb.com/pictures2/portraits/10/100/125.jpg
590,She-Thing,69.0,72.0,21.0,80.0,23.0,65.0,Sharon Ventura,Ms Marvel II,"['Thing', 'Ms Marvel']",-,Thing #27,Ms Marvel II,good,Female,Human / Radiation,"[""6'0"", '183 cm']","['340 lb', '153 kg']",Blue,No Hair,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer",-,"Frightful Four; formerly Fantastic Four, Unlimited Class Wrestling Federation, Thunderiders","Jack Ventura (father, deceased), Mrs. Ventura (mother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/461.jpg
591,Shocker,63.0,10.0,23.0,70.0,79.0,56.0,Herman Schultz,No alter egos found.,['-'],-,Amazing Spider-Man #46,Marvel Comics,bad,Male,Human,"[""5'9"", '175 cm']","['175 lb', '79 kg']",Brown,Brown,"Professional thief, hired assassin","New York City, New York","Formerly Masters of Evil, Sinister Syndicate, Sinister Seven, Sinister Twelve",Mr. & Mrs. Schultz (parents),https://www.superherodb.com/pictures2/portraits/10/100/19.jpg
594,Sif,63.0,90.0,67.0,80.0,100.0,70.0,Sif,No alter egos found.,"['Lady Sif', 'Erika Velez', 'Mrs. Chambers', 'Sybil']",-,"Journey into Mystery #102 (March, 1964)",Marvel Comics,good,Female,Asgardian,"[""6'2"", '188 cm']","['425 lb', '191 kg']",Blue,Black,-,Broxton/Asgard; Formerly New York City,The Gods of Asgard,Heimdall (brother),https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg
595,Silk,75.0,48.0,71.0,70.0,71.0,65.0,Cindy Moon,No alter egos found.,['-'],-,Amazing Spider-Man Vol 3 #4,Marvel Comics,good,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",Brown,Black,"Vigilante, intern at Fact Channel News, adventurer; former student","Sims Tower, Times Square, Manhattan, New York City, New York; formerly Sims Tower, Times Square, Manhattan, New York City, New York, Earth-3145; Central Park, Manhattan, New York City, New York, Earth-13","Black Cat's Gang, Fact Channel News; formerly Spider-Army, partner of Spider-Man, Ezekiel Sims","Albert Moon. Sr. (father, estranged), unnamed mother (estranged), Albert Moon, Jr. (brother, estranged), Spider-Man (Peter Parker, bit by same spider)",https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg
598,Silver Surfer,56.0,100.0,100.0,90.0,100.0,32.0,Norrin Radd,No alter egos found.,['-'],Zenn-La,"Fantastic Four, Vol. 1 #48",Marvel Comics,good,Male,Alien,"[""6'4"", '193 cm']","['225 lb', '101 kg']",White,No Hair,"Adventurer, formerly Galactus' Herald",mobile throughout the universe,"Former member of Defenders, former member of the Star Masters","Jartran Radd (father, deceased), Elmar Radd (mother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/127.jpg
600,Simon Baz,56.0,90.0,42.0,55.0,100.0,60.0,Simoon Baz,No alter egos found.,"['Green Lantern', 'White Lantern']","Dearborn, Michigan","The New 52: FCBD Special Edition #1 (June, 2012)",DC Comics,good,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",Bown,Black,-,-,-,"Sira Baz (sister), Farid Amar (nephew), Nazir Amar (brother in-law)",https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg
601,Sinestro,75.0,85.0,53.0,64.0,100.0,55.0,Thaal Sinestro,No alter egos found.,"['Green Lantern', 'White Lantern', 'Yellow Lantern', 'Parallax', 'Indigo Lantern']","Korugar City, Korugar",Green Lantern Vol 2 #7,DC Comics,neutral,Male,Korugaran,"[""6'7"", '201 cm']","['205 lb', '92 kg']",Black,Black,-,"Ranx, Warworld. formerly New Korugar, Qward, Oa","Sinestro Corps, formerly Green Lantern Corps, Secret Society, Injustice League","Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)",https://www.superherodb.com/pictures2/portraits/10/100/781.jpg
602,Siren,56.0,62.0,79.0,60.0,92.0,60.0,Hila,No alter egos found.,['-'],-,"Aquaman #22 (August, 1965)",DC Comics,bad,Female,Atlantean,"[""5'9"", '175 cm']","['160 lb', '72 kg']",Blue,Purple,-,formely Atlantis,-,"Mera (twin sister), Aquaman (brother-in-law)",https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg
609,Solomon Grundy,9.0,93.0,13.0,100.0,92.0,30.0,Cyrus Gold,No alter egos found.,['Marshland Monster'],Gotham City,"All-American Comics #61 (October, 1944)",DC Comics,bad,Male,Zombie,"[""9'2"", '279 cm']","['971 lb', '437 kg']",Black,White,-,-,"Formerly, Injustice Society, Injustice League, the Society, Infinity, Inc; Injustice Unlimited, Black Lantern Corps","Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)",https://www.superherodb.com/pictures2/portraits/10/100/782.jpg
611,Space Ghost,38.0,18.0,33.0,40.0,95.0,80.0,Thaddeus Bach,No alter egos found.,"['Ted Ghostel', 'Tad Ghostal']",-,Space Ghost (1966),DC Comics,good,Male,Human,"[""6'2"", '188 cm']","['250 lb', '113 kg']",-,-,-,-,Galactic Heroes,-,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg
612,Spawn,75.0,60.0,50.0,90.0,100.0,95.0,Al Simmons,No alter egos found.,"['The One', 'Hellspawn']","Detroit, Michigan (8th level of Hell after rebirth)","Spawn #1 (May, 1992)",Image Comics,good,Male,Demon,"[""6'11"", '211 cm']","['900 lb', '405 kg']",Brown,Black,-,Hell,"Eighth Circle of Hell; formerly (as Al Simmons) CIA (U.S. Security Service), U.S. Secret Service, U.S. Marine Corps","Wanda (widow), Cyan (widow's daughter)",https://www.superherodb.com/pictures2/portraits/10/100/842.jpg
613,Spectre,88.0,100.0,100.0,100.0,100.0,70.0,Aztar,Aztar,"['Spirit of Vengeance', 'Wrath of God', 'Spirit of Redemption', 'Raguel', 'James Corrigan', 'Hal Jordan', 'Cripus Allen']",-,"More Fun Comics #52 (February, 1940)",Aztar,good,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",White,No Hair,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg
615,Speedy,50.0,6.0,33.0,20.0,26.0,70.0,Thea Queen,No alter egos found.,"['Thea Merlyn', 'Mia', 'Red Arrow']",Starling City,"Arrow (TV Series) - ""Pilot""",DC Comics,good,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",Green,Brown,Nightclub Owner,-,Team Arrow,"Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)",https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg
618,Spider-Girl,63.0,38.0,60.0,65.0,53.0,75.0,May 'Mayday' Parker,No alter egos found.,['-'],"New York City, New York","What If? Vol 2 #105 (February, 1998)",Marvel Comics,good,Female,Human,"[""5'7"", '170 cm']","['119 lb', '54 kg']",Blue,Brown,-,"New York City, New York",-,-,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg
619,Spider-Gwen,75.0,55.0,63.0,70.0,66.0,70.0,Gwen Stacy,No alter egos found.,['Spider-Woman'],-,Edge of Spider-Verse #2,Marvel Comics,good,Female,Human,"[""5'5"", '165 cm']","['125 lb', '56 kg']",Blue,Blond,-,-,"Warriors of the Great Web; formerly Mary Janes, Spider-Army","George Stacy (father), Helen Stacy (mother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg
620,Spider-Man,90.0,55.0,67.0,75.0,74.0,85.0,Peter Parker,No alter egos found.,"['Spiderman', 'Bag-Man', 'Black Marvel', 'Captain Universe', 'Dusk', 'Green Hood', 'Hornet', 'Mad Dog 336', 'Peter Palmer', 'Prodigy', 'Ricochet', 'Scarlet Spider', 'Spider-Boy', 'Spider-Hulk', 'Spider-Morphosis']","New York, New York",Amazing Fantasy #15,Marvel Comics,good,Male,Human,"[""5'10"", '178 cm']","['165 lb', '74 kg']",Hazel,Brown,"Freelance photographer, teacher","New York, New York","Member of the Avengers, formerly member of Outlaws, alternate Fantastic Four","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)",https://www.superherodb.com/pictures2/portraits/10/100/133.jpg
623,Spider-Woman,56.0,42.0,42.0,60.0,68.0,70.0,Jessica Drew,No alter egos found.,"['Arachne', 'Ariadne Hyde', 'Dark Angel', 'Dark Angel of San Francisco']","London, England","Marvel Spotlight #32 (February, 1977)",Marvel Comics,good,Female,Human,"[""5'10"", '178 cm']","['130 lb', '59 kg']",Green,Black,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",-,Former agent of HYDRA,"Jonathan (father, deceased), Merriem (mother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/481.jpg
627,Spock,81.0,18.0,17.0,40.0,56.0,40.0,S'chn T'gai Spock,No alter egos found.,['-'],-,Star Trek S01E01: The Man Trap,Star Trek,good,Male,Human-Vulcan,"[""6'1"", '185 cm']","['180 lb', '81 kg']",Brown,Black,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg
628,Spyke,50.0,12.0,17.0,60.0,48.0,30.0,Evan Daniels,No alter egos found.,"['Porcupine', 'Armadillo']",-,"""Speed & Spyke"" (December 9, 2000)",Marvel Comics,good,Male,Mutant,"[""6'0"", '183 cm']","['185 lb', '83 kg']",Brown,Blond,-,-,Morlocks; Formerly: X-Men,"Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)",https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg
630,Star-Lord,69.0,20.0,33.0,50.0,25.0,70.0,Peter Jason Quill,No alter egos found.,['Starlord'],-,"Marvel Preview #4 (January, 1976)",Marvel Comics,good,Male,Human-Spartoi,"[""6'2"", '188 cm']","['175 lb', '79 kg']",Blue,Blond,Adventurer; Royal Prince of Spartax,"C.I.T.T.; formerly Kree space; Hala, Daedalus 5","Guardians of the Galaxy (leader); formerly unnamed commando team, United Front, Imperial Guard, partner of Ship, NASA","Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote",https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg
632,Starfire,50.0,80.0,33.0,85.0,59.0,70.0,Koriand'r,No alter egos found.,"[""Princess Koriand'r"", 'Kory Anders', 'Nova']",Tamaran,"DC Comics Presents #26 (October, 1980)",DC Comics,good,Female,Tamaranean,"[""6'4"", '193 cm']","['158 lb', '71 kg']",Green,Auburn,Model,"Formerly Titans Island, New York City; Titans Tower, San Francisco","Formerly R.E.B.E.L.S., Justice League of America, Teen Titans, Outsiders","King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/786.jpg
633,Stargirl,63.0,80.0,25.0,90.0,87.0,55.0,Courtney Whitmore,No alter egos found.,"['Star-Spangled Kid', 'Star', 'Stars']",-,"Stars and S.T.R.I.P.E. #0 (July, 1999)",DC Comics,good,Female,Human,"[""5'5"", '165 cm']","['137 lb', '62 kg']",Blue,Blond,-,"Manhattan, New York City; Formerly Beverly Hills, California; later Blue Valley, Nebraska; later Metropolis",Justice Society of America,"Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)",https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg
634,Static,69.0,8.0,42.0,50.0,90.0,40.0,Virgil Hawkins,No alter egos found.,"['Sparky', 'Virg', 'V', 'V-Man']","Paris Island, Dakota City","Static #1 (June, 1993)",DC Comics,good,Male,Mutant,"[""5'7"", '170 cm']","['140 lb', '63 kg']",Brown,Black,Student,"Titans Tower, formerly Abandoned Gas Station of Solitude, Dakota City","Shadow Cabinet, Heroes, Teen Titans","Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),",https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg
638,Storm,75.0,10.0,47.0,30.0,88.0,75.0,Ororo Munroe,No alter egos found.,"[""Ororo Iqadi T'Challa"", 'Queen Ororo', 'Ororo Komo Wakandas,White Queen', 'Weather Witch', 'Windrider', 'Goddess', 'Mistress of the Elements', ""Princess of N'Dare"", 'High Priestess Windrider', 'Goddess', 'Mistress of the Elements', ""Princess of N'Dare"", 'High Priestess']","New York, New York","Giant-Size X-Men #1 (May, 1975)",Marvel Comics,good,Female,Mutant,"[""5'11"", '180 cm']","['127 lb', '57 kg']",Blue,White,Adventurer,"Xavier Institute, Salem Center, Westchester County, New York State","X-Men (Jean Grey School member, leader); formerly X-Force (Strike Team); Murder Circus (brainwashed), Extinction Team, Avengers[3], Fantastic Four, X.S.E., X-Treme X-Men, Tokyo Arena, The Twelve, Seven Brides of Set, Hellfire Club (Inner Circle), Morlocks","Ayesha of Balobedu (ancestor), Ashake of Egypt (ancestor), Ashake of Mero� (ancestor), unnamed ancestor, Harriet Munroe (paternal grandmother), unnamed paternal grandfather, unnamed maternal grandmother, David Munroe (father, deceased), N'Dar� Munroe (mother, deceased), Ainet (unofficial foster mother), Achmed El Gib�r (unofficial foster father), Colonel Shetani (maternal uncle), unnamed paternal aunt (deceased), David Munroe, Jr. (cousin), Munroe Family (relatives), Black Panther (T'Challa) (ex-husband, marriage annulled)",https://www.superherodb.com/pictures2/portraits/10/100/135.jpg
640,Sunspot,63.0,63.0,35.0,25.0,90.0,70.0,Roberto DaCosta,No alter egos found.,"['Robert DaCosta', 'Bobby; Black Rook', 'Black King', 'Reignfire']","Rio de Janeiro, Brazil","Marvel Graphic Novel #4 (October, 1982)",Marvel Comics,good,Male,Mutant,"[""5'8"", '173 cm']","['170 lb', '77 kg']",brown,black,"Adventurer, businessman","1128 Mission Street, San Francisco, California","Avengers; formerly X-Men, New Mutants, Young X-Men, X-Corporation (Los Angeles branch), MLF, X-Force, Fallen Angels, Hellfire Club, Bratpack","Emmanuel da Costa (father, deceased), Nina da Costa (mother), Reignfire (genetic copy, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/138.jpg
642,Superboy-Prime,94.0,100.0,100.0,100.0,100.0,85.0,Kal-El,No alter egos found.,['Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper'],Krypton (Earth-Prime),"DC Comics Presents #87 (November, 1985)",DC Comics,bad,Male,Kryptonian,"[""5'11"", '180 cm']","['170 lb', '77 kg']",Blue,Black / Blue,-,"currently a recreation of Earth-Prime, formerly Qward, Anti-Matter Universe.","Formerly Black Lantern Corps, Legion of Super-Villains, Sinestro Corps","Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg
643,Supergirl,94.0,100.0,100.0,100.0,100.0,75.0,Kara Zor-El,No alter egos found.,"['Linda Lang', 'Kara-El', 'Kara Kent', 'Flamebird', 'Trinity Child', 'Teen of Tomorrow', 'The Girl of Steel', 'The Maid of Might', 'The Princess of Power', 'Mighty Maid', 'Claire Connors', 'Bluebird']","Argo City, Krypton","Superman/Batman #8 (May, 2004)",DC Comics,good,Female,Kryptonian,"[""5'5"", '165 cm']","['120 lb', '54 kg']",Blue,Blond,"Intern, Adventurer, Student, Crime-Fighter",Metropolis,"Formerly Justice League of America, Supermen of America, Justice League of Amazons, Kent Family, Superman Family, Kryptonian Science Guild, Teen Titans, Legion of Super-Heroes, Outsiders","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/790.jpg
644,Superman,94.0,100.0,100.0,100.0,100.0,85.0,Clark Kent,Superman Prime One-Million,"['Clark Joseph Kent', 'The Man of Steel', 'the Man of Tomorrow', 'the Last Son of Krypton', 'Big Blue', 'the Metropolis Marvel', 'the Action Ace']",Krypton,ACTION COMICS #1,Superman Prime One-Million,good,Male,Kryptonian,"[""6'3"", '191 cm']","['225 lb', '101 kg']",Blue,Black,Reporter for the Daily Planet and novelist,Metropolis,"Justice League of America, The Legion of Super-Heroes (pre-Crisis as Superboy); Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Lois Lane (wife), Jor-El (father, deceased), Lara (mother, deceased), Jonathan Kent (adoptive father), Martha Kent (adoptive mother), Seyg-El (paternal grandfather, deceased), Zor-El (uncle, deceased), Alura (aunt, deceased), Supergirl (Kara Zor-El, cousin), Superboy (Kon-El/Conner Kent, partial clone)",https://www.superherodb.com/pictures2/portraits/10/100/791.jpg
645,Swamp Thing,88.0,95.0,25.0,100.0,100.0,55.0,Alec Holland,No alter egos found.,"['Green Man', 'Swampy', 'the Weed', 'Le Bon Gumbo', 'Smalsh-Yegger (on Rann)']",-,"Swamp Thing #1 (November, 1972)",DC Comics,bad,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",Red,No Hair,"Planet Elemental, former Biochemist",-,"formerly (Parliament of Trees; Parliament of Stones, Parliament of Flames, Parliament of Waves, and Parliament of Vapors), The Parliament of Worlds","Larry Holland (father, deceased); Alice Holland (mother, deceased); Edward Holland (brother); Linda Holland (first wife, deceased); Abigail Holland (second wife); Tef� Holland (daughter); Gregori Arcane (father-in-law, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/792.jpg
646,Swarm,75.0,18.0,50.0,90.0,38.0,35.0,Fritz von Meyer,No alter egos found.,['-'],-,"Champions #14 (July, 1977)",Marvel Comics,bad,Male,Mutant,"[""6'5"", '196 cm']","['104 lb', '47 kg']",Yellow,No Hair,Ph.D. in toxicology & entomology,Formerly South Africa,"Leader of the All-New Sinister Six; formerly Exterminators, Nazi Party",-,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg
649,T-1000,75.0,34.0,33.0,100.0,100.0,75.0,Cyberdyne Systems Series 1000 Terminator,No alter egos found.,"['T-1001', 'T-1002']",-,Terminator 2: Judgment Day,Dark Horse Comics,bad,Male,Android,"[""6'0"", '183 cm']","['325 lb', '146 kg']",-,-,-,-,Skynet,-,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg
